peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_delta	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_omicron	peptidergic_other_1	peptidergic_other_2
Hhon_g05921.t1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g05922.t1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0
Hhon_g05924.t1	32	30	37	6	12	3	26	103	149	12	39	65	11	12	3
Hhon_g05926.t1	0	4	1	0	0	3	1	2	7	0	2	3	2	2	0
Hhon_g05929.t1	0	3	0	0	1	0	5	1	8	0	0	0	0	0	1
Hhon_g05931.t1	7	21	7	1	4	3	12	5	16	4	9	7	4	1	4
Hhon_g05932.t1	8	42	29	10	23	32	55	14	88	6	16	10	25	7	8
Hhon_orphan_1154	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g05935.t1	3	13	0	0	3	1	2	0	7	2	7	10	3	1	1
Hhon_g05937.t1	0	4	0	0	0	0	1	2	4	1	0	1	0	0	1
Hhon_g05939.t1	5	8	2	1	3	0	6	1	41	0	0	3	0	2	0
Hhon_orphan_1155	0	0	0	0	0	0	1	1	3	0	0	1	0	0	0
Hhon_orphan_1156	11	5	0	0	0	0	3	9	42	0	0	0	0	0	4
Hhon_g05941.t1	14	11	0	0	0	2	13	22	93	0	0	1	0	6	0
Hhon_g05889.t1	2	3	3	0	2	2	6	2	14	0	0	1	0	1	0
Hhon_g05891.t1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0
Hhon_g05892.t1	1	4	2	0	0	1	1	1	7	0	1	1	2	2	1
Hhon_g05896.t1	0	11	23	6	11	13	31	6	24	5	8	2	5	1	2
Hhon_orphan_1157	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0
Hhon_g05898.t1	0	6	22	4	16	15	21	5	17	9	6	1	0	2	0
Hhon_g05899.t1	3	11	0	0	1	2	6	4	8	0	0	0	2	2	1
Hhon_g05901.t1	4	12	3	1	1	1	46	3	11	0	7	4	33	4	1
Hhon_g05903.t1	2	14	1	1	0	2	9	2	9	2	6	4	3	3	1
Hhon_g05905.t1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0
Hhon_g05907.t1	0	0	1	4	4	8	9	0	4	0	0	1	0	1	0
Hhon_orphan_1158	0	0	0	4	4	1	3	0	1	0	0	0	0	0	0
Hhon_g05908.t1	2	13	2	2	2	4	7	4	9	3	6	5	1	5	1
Hhon_orphan_1159	1	4	1	0	0	0	3	0	1	1	0	1	0	0	0
Hhon_orphan_1160	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0
Hhon_g05912.t1	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0
Hhon_g05915.t1	7	34	6	1	3	1	4	0	11	0	3	6	2	7	1
Hhon_g05917.t1	7	27	0	0	0	0	0	0	1	0	0	0	0	2	0
Hhon_g05918.t1	55	145	171	22	42	56	200	160	382	51	111	100	60	48	22
Hhon_g05919.t1	2	4	4	1	2	0	5	1	13	2	3	4	1	0	1
Hhon_g05923.t1	0	4	7	2	3	8	14	6	19	6	9	5	3	2	1
Hhon_g05925.t1	1	4	0	0	1	0	1	0	3	0	2	2	2	1	0
Hhon_g05927.t1	0	3	0	0	0	2	5	1	6	2	4	2	2	4	1
Hhon_g05928.t1	0	3	2	0	0	0	1	0	6	0	3	2	1	1	0
Hhon_g05930.t1	2	14	5	1	1	1	7	6	22	3	9	4	0	0	2
Hhon_g05933.t1	8	10	15	1	3	5	10	2	33	3	3	2	3	9	1
Hhon_g05934.t1	1	6	4	0	1	1	2	3	10	2	5	4	4	1	0
Hhon_g05936.t1	2	8	3	2	9	2	10	2	9	3	6	8	2	7	2
Hhon_g05938.t1	0	2	2	0	0	0	1	1	2	0	2	0	0	1	0
Hhon_g05940.t1	15	41	7	0	4	3	32	7	48	6	5	12	4	2	0
Hhon_orphan_1163	0	0	0	0	0	0	1	8	23	0	0	0	0	0	2
Hhon_g05943.t1	1	2	1	0	2	2	9	4	38	0	1	1	8	3	0
Hhon_orphan_1164	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Hhon_g05955.t1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Hhon_orphan_1165	0	0	0	1	0	0	8	1	7	0	0	2	2	0	0
Hhon_g05958.t1	8	26	10	2	4	2	15	8	26	4	14	17	3	6	4
Hhon_g05960.t1	28	19	7	2	6	5	21	20	87	5	14	7	4	1	0
Hhon_orphan_1166	0	2	0	1	0	0	0	1	1	0	0	0	1	5	0
Hhon_g05962.t1	0	0	0	0	0	0	0	1	0	0	0	31	0	0	0
Hhon_g05963.t1	0	10	45	4	26	17	55	13	62	13	16	1	18	11	11
Hhon_g05965.t1	48	176	81	27	46	36	132	65	222	21	72	39	29	46	14
Hhon_orphan_1167	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0
Hhon_orphan_1168	0	5	2	0	1	0	1	0	1	0	2	0	0	0	0
Hhon_g05968.t1	12	64	50	10	26	17	58	24	108	20	47	33	26	18	5
Hhon_g05970.t1	14	41	15	1	4	5	17	12	37	8	9	10	7	4	2
Hhon_g05973.t1	7	14	7	0	2	3	7	6	21	1	5	10	3	10	5
Hhon_g05975.t1	6	21	7	2	6	8	15	8	43	4	8	7	3	7	1
Hhon_g05978.t1	3	5	9	1	3	2	5	5	17	6	4	6	7	3	1
Hhon_g05980.t1	0	9	2	2	6	0	9	2	12	4	7	1	2	6	2
Hhon_g05981.t1	8	19	11	4	12	10	30	11	36	2	7	14	7	7	4
Hhon_g05983.t1	10	22	30	4	11	6	15	15	37	11	12	14	8	7	2
Hhon_g05985.t1	1	4	5	0	3	2	10	4	18	4	8	4	2	3	0
Hhon_g05989.t1	11	36	40	7	11	11	45	15	75	7	29	23	8	12	2
Hhon_g05990.t1	0	2	18	0	3	0	6	17	19	3	5	4	0	1	0
Hhon_g05992.t1	0	14	10	4	4	4	18	4	21	2	8	5	2	2	1
Hhon_orphan_1169	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
Hhon_g05994.t1	0	2	1	1	2	1	2	1	1	0	3	2	0	0	0
Hhon_g05996.t1	3	4	0	0	2	1	6	5	12	0	1	4	3	1	0
Hhon_g05998.t1	1	13	16	3	7	3	11	2	21	2	6	11	2	7	2
Hhon_g06002.t1	1	15	5	3	3	1	2	0	4	0	0	2	1	0	0
Hhon_g06005.t1	25	87	29	14	12	6	49	32	166	8	26	33	22	18	12
Hhon_g06007.t1	0	0	0	0	0	0	3	0	0	0	0	0	8	2	0
Hhon_orphan_1170	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0
Hhon_g06008.t1	1	1	2	0	0	0	0	0	0	0	3	5	97	1	0
Hhon_orphan_1171	0	3	1	1	0	2	11	1	11	1	0	0	1	2	2
Hhon_g06009.t1	1	3	5	2	1	3	7	1	9	1	2	3	1	2	2
Hhon_g06012.t1	1	1	3	0	2	0	0	1	3	0	1	0	0	0	0
Hhon_g06014.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hhon_g05951.t1	4	3	3	2	1	2	6	4	20	2	1	6	4	1	0
Hhon_g05956.t1	0	1	1	0	0	0	8	0	1	0	0	0	0	0	0
Hhon_orphan_1172	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Hhon_orphan_1173	0	7	9	0	2	0	6	0	2	1	2	4	0	0	0
Hhon_g05959.t1	18	8	6	0	2	0	9	4	20	2	3	1	0	12	1
Hhon_orphan_1174	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
Hhon_g05961.t1	42	199	129	31	58	58	176	83	325	41	86	88	54	82	24
Hhon_g05964.t1	0	1	1	2	0	3	4	1	7	1	0	0	1	0	0
Hhon_orphan_1175	3	18	3	5	5	3	14	1	21	10	5	4	6	6	3
Hhon_g05967.t1	53	109	58	16	28	34	78	45	170	26	45	42	24	25	6
Hhon_orphan_1176	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Hhon_g05969.t1	29	89	37	4	20	19	49	37	86	26	42	31	13	13	3
Hhon_g05971.t1	29	88	41	10	20	22	64	38	128	11	45	56	29	25	10
Hhon_g05972.t1	83	202	76	20	34	31	136	104	274	39	73	57	50	65	19
Hhon_g05974.t1	4	15	9	2	3	2	12	9	25	3	10	4	1	7	1
Hhon_g05976.t1	13	68	76	34	44	34	88	29	128	13	27	10	37	22	14
Hhon_g05977.t1	76	266	179	35	100	75	263	160	515	38	118	145	79	125	53
Hhon_g05979.t1	28	30	29	4	15	9	40	12	62	18	27	15	9	14	7
Hhon_g05982.t1	6	17	5	2	6	3	13	7	26	2	9	7	5	3	2
Hhon_g05984.t1	3	6	7	0	2	2	1	2	10	0	4	6	2	1	0
Hhon_g05986.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g05987.t1	14	17	8	2	1	8	19	16	44	8	19	13	7	14	5
Hhon_g05988.t1	7	23	15	4	8	16	26	6	31	4	9	15	7	15	1
Hhon_g05991.t1	1	6	0	1	4	0	2	0	14	2	1	5	4	5	0
Hhon_g05993.t1	0	1	0	0	0	0	4	1	2	0	0	0	0	0	0
Hhon_g05995.t1	2	4	3	0	3	1	5	4	15	1	1	2	1	1	0
Hhon_g05997.t1	4	22	7	7	2	2	17	5	16	1	4	10	4	3	1
Hhon_g05999.t1	0	9	40	22	35	10	14	0	0	1	0	0	1	0	0
Hhon_g06000.t1	0	2	0	0	0	0	2	1	5	0	0	2	0	0	0
Hhon_g06001.t1	5	24	9	1	1	1	13	7	14	2	7	8	4	1	4
Hhon_g06003.t1	2	3	1	0	1	1	6	1	4	21	34	1	7	1	0
Hhon_orphan_1178	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Hhon_g06004.t1	0	7	5	3	1	1	6	3	11	1	1	1	5	2	3
Hhon_g06006.t1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1
Hhon_orphan_1179	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Hhon_g06010.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hhon_g06011.t1	1	3	4	0	1	0	9	1	3	2	4	1	2	2	0
Hhon_g06013.t1	4	0	0	0	1	0	0	0	3	0	2	1	1	1	0
Hhon_orphan_1180	0	2	0	0	0	0	2	10	8	0	0	0	6	0	3
Hhon_g06018.t1	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0
Hhon_g06022.t1	2	10	2	1	1	5	5	0	7	0	5	7	1	2	0
Hhon_g06025.t1	0	1	3	2	0	0	3	1	2	0	2	3	2	1	0
Hhon_g06027.t1	3	7	5	0	0	0	0	0	11	4	2	7	2	1	0
Hhon_g06029.t1	0	0	0	1	0	0	2	0	1	2	0	0	0	0	0
Hhon_g06032.t1	1	1	0	0	1	0	2	1	1	2	0	0	1	1	0
Hhon_g06033.t1	32	50	19	2	11	3	37	18	52	8	11	6	7	18	5
Hhon_orphan_1181	0	1	5	0	0	8	21	4	5	4	12	2	19	6	1
Hhon_g06037.t1	18	41	51	18	19	70	77	19	144	13	23	16	26	28	7
Hhon_g06039.t1	2	4	4	1	2	0	7	4	13	1	0	1	1	1	1
Hhon_g06041.t1	0	1	0	0	1	0	0	0	3	0	0	0	0	2	0
Hhon_g06043.t1	29	54	6	1	4	1	12	7	16	2	5	2	2	3	1
Hhon_g06044.t1	0	3	11	3	5	4	8	6	13	0	4	1	4	2	1
Hhon_g06046.t1	1	7	41	8	5	6	11	22	29	0	2	3	4	4	3
Hhon_g06051.t1	3	8	2	0	1	2	7	1	6	1	1	2	0	1	0
Hhon_orphan_1184	4	0	0	0	0	22	27	1	6	0	0	0	5	0	0
Hhon_g06055.t1	0	1	3	1	1	0	1	0	0	0	0	3	0	1	1
Hhon_g06057.t1	0	3	1	0	0	0	2	0	2	0	0	0	0	2	0
Hhon_g06058.t1	6	14	0	0	0	0	0	0	1	0	1	0	0	0	0
Hhon_orphan_1185	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0
Hhon_g06062.t1	8	32	14	0	5	8	26	17	34	9	11	16	9	13	5
Hhon_g06064.t1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
Hhon_g06016.t1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g06017.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hhon_orphan_1186	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g06021.t1	0	1	0	0	0	2	3	2	5	0	4	0	1	3	1
Hhon_g06023.t1	4	14	8	0	1	1	13	6	31	2	8	5	2	3	3
Hhon_g06024.t1	0	0	0	0	0	0	0	0	4	0	0	2	1	1	0
Hhon_g06026.t1	1	8	3	0	0	0	3	4	7	2	0	4	2	0	3
Hhon_g06028.t1	4	4	0	0	1	0	3	0	5	0	5	1	0	3	1
Hhon_g06030.t1	1	3	0	0	2	0	5	2	11	1	11	4	2	0	1
Hhon_g06031.t1	2	3	1	0	0	1	4	1	14	3	4	3	1	16	2
Hhon_orphan_1187	0	2	0	0	0	0	1	0	7	0	2	1	0	0	0
Hhon_orphan_1188	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g06034.t1	0	24	54	5	18	13	24	1	13	13	20	3	37	12	8
Hhon_orphan_1189	0	14	49	4	10	10	30	0	16	18	14	8	23	28	17
Hhon_g06035.t1	11	6	3	0	1	121	23	0	39	0	0	0	13	3	1
Hhon_g06036.t1	8	39	7	1	5	6	6	4	17	1	6	5	6	11	0
Hhon_g06038.t1	0	6	13	0	3	0	14	5	13	3	10	12	4	2	2
Hhon_g06040.t1	1	1	2	1	0	1	2	1	5	1	3	1	0	1	0
Hhon_g06042.t1	7	22	4	1	2	4	9	9	13	1	3	8	3	3	2
Hhon_g06047.t1	0	1	0	0	1	0	0	3	5	0	0	0	4	0	0
Hhon_g06048.t1	2	0	0	1	0	0	4	90	10	0	3	2	0	0	0
Hhon_g06049.t1	31	100	14	5	16	8	41	30	103	5	14	10	18	13	7
Hhon_g06050.t1	6	19	5	3	8	4	11	9	22	0	8	11	4	5	1
Hhon_g06052.t1	1	0	0	0	2	14	22	0	37	0	0	0	33	0	0
Hhon_g06053.t1	115	11	1	0	10	58	87	49	48	0	0	0	40	0	3
Hhon_orphan_1190	319	31	7	0	26	106	227	162	127	0	1	0	68	0	13
Hhon_g06054.t1	0	2	0	0	0	1	1	0	8	0	1	1	0	1	0
Hhon_orphan_1191	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g06060.t1	12	29	34	1	7	22	53	25	77	1	14	7	15	3	7
Hhon_g06061.t1	13	39	12	2	23	9	56	10	95	3	22	55	11	28	8
Hhon_g06063.t1	10	18	17	3	2	7	9	6	17	2	6	6	2	5	0
Hhon_g06065.t1	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0
Hhon_g06066.t1	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0
Hhon_g06067.t1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
Hhon_g06068.t1	0	0	0	2	7	1	4	23	2	1	4	50	2	2	0
Hhon_g06069.t1	0	4	9	1	3	7	8	14	6	1	6	45	7	23	0
Hhon_g06070.t1	0	0	3	0	0	0	3	2	14	3	3	0	1	0	0
Hhon_g06071.t1	0	17	54	0	0	2	12	16	10	0	2	1	0	0	0
Hhon_g06072.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3
Hhon_g06073.t1	0	0	0	0	0	0	1	0	0	0	2	0	30	0	0
Hhon_g06074.t1	0	0	0	0	0	0	67	0	0	0	0	0	255	0	3
Hhon_g06075.t1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Hhon_g06077.t1	12	20	5	0	2	3	8	4	11	3	5	9	2	5	0
Hhon_g06080.t1	0	0	0	0	1	0	0	0	1	0	2	2	0	0	1
Hhon_g06083.t1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
Hhon_g06084.t1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	3
Hhon_g06086.t1	2	0	2	0	1	1	4	0	8	0	1	1	0	2	1
Hhon_g06089.t1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
Hhon_g06090.t1	0	2	0	1	0	2	1	0	6	0	2	4	4	1	0
Hhon_g06091.t1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
Hhon_orphan_1194	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0
Hhon_g06093.t1	1	2	0	0	1	0	3	0	5	0	2	2	1	0	0
Hhon_g06094.t1	0	14	39	0	2	2	24	16	52	18	15	1	1	8	1
Hhon_g06098.t1	1	0	1	0	1	1	2	2	8	1	3	4	1	2	1
Hhon_g06103.t1	6	21	15	1	4	3	10	21	38	1	7	3	6	5	2
Hhon_g06106.t1	0	0	1	0	0	2	0	2	1	2	3	3	0	2	1
Hhon_g06108.t1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0
Hhon_g06110.t1	3	6	5	0	1	5	14	2	14	4	1	5	2	7	2
Hhon_g06112.t1	1	0	1	0	2	0	3	0	5	0	0	1	1	2	0
Hhon_g06113.t1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Hhon_g06114.t1	0	7	19	0	0	0	15	6	4	0	0	0	2	0	3
Hhon_g06116.t1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Hhon_g06118.t1	1	0	0	0	0	0	24	18	50	0	0	0	0	0	0
Hhon_g06119.t1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0
Hhon_orphan_1196	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Hhon_g06076.t1	0	1	0	0	0	0	4	2	1	0	4	0	0	1	0
Hhon_g06078.t1	1	3	18	2	1	1	7	4	50	7	19	3	0	0	0
Hhon_g06079.t1	5	20	12	1	3	1	7	8	10	1	9	7	2	2	1
Hhon_g06081.t1	0	7	17	1	10	10	44	48	68	4	8	5	3	3	8
Hhon_g06082.t1	8	32	6	0	0	2	11	8	2	1	3	14	1	39	13
Hhon_g06085.t1	0	3	1	0	0	1	2	1	4	0	4	1	2	0	0
Hhon_g06087.t1	14	50	18	6	17	13	54	24	68	7	39	50	13	19	8
Hhon_g06088.t1	0	0	0	0	0	0	1	0	1	0	1	2	0	1	0
Hhon_g06092.t1	0	0	3	0	3	0	1	1	3	0	0	4	1	0	0
Hhon_g06096.t1	0	2	1	0	5	0	19	2	12	0	2	2	1	4	2
Hhon_g06099.t1	0	3	1	0	1	0	1	1	1	2	2	2	1	2	0
Hhon_g06100.t1	0	9	3	0	1	0	3	0	13	1	2	0	5	0	0
Hhon_g06101.t1	0	1	1	0	0	1	4	0	1	0	0	0	0	1	0
Hhon_g06102.t1	0	4	1	0	0	0	5	1	4	1	0	7	0	6	0
Hhon_g06104.t1	0	1	1	1	3	0	3	0	9	2	4	3	3	4	3
Hhon_g06105.t1	0	4	1	0	3	1	5	2	3	0	1	1	4	0	1
Hhon_g06107.t1	4	12	5	4	2	1	7	1	20	0	9	9	3	1	1
Hhon_g06109.t1	0	3	4	0	2	0	4	0	1	1	1	3	0	1	0
Hhon_g06111.t1	146	355	136	51	70	66	307	222	912	58	170	164	109	118	61
Hhon_orphan_1198	0	3	5	0	0	0	16	1	6	0	0	0	1	0	0
Hhon_g06115.t1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g06117.t1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
Hhon_g06121.t1	34	134	76	13	35	24	134	45	193	39	39	48	39	67	26
Hhon_g06123.t1	34	65	17	6	12	11	41	23	71	10	14	24	12	23	5
Hhon_g06125.t1	12	34	33	5	6	12	37	10	37	2	19	12	13	10	2
Hhon_orphan_1199	2	5	2	0	5	4	3	2	7	3	6	7	0	0	0
Hhon_g06127.t1	1	1	3	0	2	4	1	4	10	2	7	9	0	8	0
Hhon_g06129.t1	5	12	7	2	0	2	11	5	10	3	3	8	0	2	0
Hhon_g06131.t1	10	31	45	4	19	20	46	21	64	11	21	6	11	19	3
Hhon_g06132.t1	2	7	4	0	1	1	10	1	4	1	2	2	0	2	1
Hhon_g06134.t1	10	20	19	3	4	10	19	8	36	7	13	5	3	7	2
Hhon_g06136.t1	2	12	8	1	14	8	22	11	45	4	11	15	6	8	6
Hhon_g06138.t1	11	96	39	6	12	14	62	33	118	12	22	40	17	21	9
Hhon_orphan_1200	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Hhon_g06140.t1	3	18	11	3	10	11	20	12	24	4	10	7	10	4	3
Hhon_g06142.t1	3	24	35	4	15	11	36	9	95	14	26	11	7	10	1
Hhon_g06144.t1	2	12	11	5	4	1	10	4	18	1	6	5	2	3	1
Hhon_g06146.t1	12	26	15	4	9	9	23	17	53	7	8	17	5	5	4
Hhon_g06148.t1	11	32	19	2	7	8	24	10	41	1	15	16	6	5	0
Hhon_g06149.t1	3	10	7	4	1	3	11	4	17	3	7	3	3	4	0
Hhon_g06151.t1	10	20	12	0	12	3	24	17	37	7	13	21	9	4	6
Hhon_g06153.t1	4	10	7	1	0	2	11	7	11	0	7	8	4	3	0
Hhon_g06155.t1	1	11	11	2	4	3	9	3	14	3	3	3	6	6	0
Hhon_g06157.t1	106	282	93	28	58	27	194	141	503	19	103	98	58	73	45
Hhon_g06159.t1	7	18	13	4	7	9	34	26	42	8	17	7	5	9	3
Hhon_g06160.t1	2	9	23	15	31	31	96	90	189	14	38	13	2	18	20
Hhon_g06162.t1	4	20	10	2	3	2	14	10	15	5	9	11	10	6	2
Hhon_g06164.t1	7	17	17	3	7	7	12	10	29	7	9	5	2	10	1
Hhon_g06166.t1	5	23	17	7	5	3	18	8	27	4	4	8	8	8	3
Hhon_g06167.t1	3	7	7	2	5	6	13	3	23	2	6	6	6	9	2
Hhon_orphan_1201	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Hhon_g06171.t1	2	5	5	0	3	0	9	5	11	2	5	7	0	4	0
Hhon_g06173.t1	5	24	10	6	4	6	20	11	44	26	18	12	18	8	6
Hhon_g06175.t1	21	62	26	9	19	13	47	35	110	10	21	18	18	22	6
Hhon_g06177.t1	28	65	12	1	4	2	13	12	35	3	12	7	9	3	3
Hhon_g06179.t1	2	1	0	0	0	0	1	0	3	1	1	1	1	0	1
Hhon_g06182.t1	137	434	118	29	58	62	264	162	579	37	189	163	76	94	30
Hhon_g06183.t1	11	39	19	5	9	8	29	17	64	7	27	13	7	18	8
Hhon_orphan_1202	0	0	0	0	0	0	3	0	0	1	0	1	0	3	0
Hhon_g06185.t1	3	2	1	2	0	1	4	1	9	1	0	5	2	2	2
Hhon_g06120.t1	0	2	4	1	3	0	2	0	1	1	3	0	1	1	0
Hhon_g06122.t1	20	23	8	2	1	2	6	10	13	0	5	2	0	1	1
Hhon_g06124.t1	6	16	8	2	4	2	24	4	31	6	9	4	5	3	6
Hhon_g06126.t1	10	30	19	7	23	13	32	9	61	11	20	16	9	5	4
Hhon_orphan_1203	3	1	1	0	1	0	7	0	15	0	4	2	0	0	0
Hhon_g06128.t1	9	23	9	3	11	6	20	8	20	4	7	10	1	10	2
Hhon_g06130.t1	9	44	23	7	11	2	28	12	29	7	7	8	2	5	2
Hhon_g06133.t1	13	41	15	6	12	7	32	15	36	8	22	35	8	13	8
Hhon_g06135.t1	19	88	40	14	23	21	74	33	111	19	41	58	20	19	10
Hhon_g06137.t1	5	17	14	3	3	4	18	7	34	7	8	8	4	3	1
Hhon_g06139.t1	0	2	5	0	1	1	3	1	4	0	5	3	1	2	1
Hhon_g06141.t1	14	23	17	5	2	2	18	14	37	1	10	8	6	4	5
Hhon_g06143.t1	10	19	10	3	2	8	21	10	37	3	7	6	4	6	2
Hhon_g06145.t1	2	10	5	4	4	2	10	4	27	2	5	4	5	4	1
Hhon_g06147.t1	15	42	25	4	13	11	44	12	51	7	11	15	10	8	6
Hhon_g06150.t1	0	5	5	1	1	2	8	1	16	1	7	12	6	1	0
Hhon_g06152.t1	2	11	1	1	1	1	9	3	21	1	5	2	1	2	2
Hhon_g06154.t1	0	14	4	1	4	1	6	4	17	3	4	1	1	2	0
Hhon_g06156.t1	41	171	109	15	35	35	143	67	208	36	84	52	46	76	18
Hhon_g06158.t1	5	19	21	5	7	1	22	7	38	6	9	12	1	15	4
Hhon_g06161.t1	3	10	8	3	3	4	11	2	12	3	1	2	1	4	0
Hhon_g06163.t1	10	30	13	3	7	7	26	14	38	3	15	12	8	7	5
Hhon_g06165.t1	20	110	33	6	9	9	47	24	104	7	18	19	4	5	6
Hhon_g06168.t1	0	5	5	0	1	1	7	4	10	1	3	3	3	1	0
Hhon_g06169.t1	9	20	10	6	4	6	10	6	20	3	7	9	5	2	2
Hhon_g06170.t1	0	4	6	1	2	2	5	3	7	1	1	1	4	5	1
Hhon_g06172.t1	1	8	9	5	6	3	7	6	21	6	6	8	3	6	2
Hhon_g06174.t1	13	31	24	4	16	12	46	26	52	3	15	34	17	7	7
Hhon_g06176.t1	1	7	1	2	1	0	4	1	8	2	3	2	2	0	0
Hhon_g06178.t1	9	25	10	0	2	4	15	9	16	4	7	11	2	4	4
Hhon_g06180.t1	2	5	4	0	0	0	1	1	2	0	3	0	0	0	1
Hhon_g06181.t1	35	138	38	7	25	16	93	48	148	13	33	31	18	23	10
Hhon_g06184.t1	0	0	0	0	2	6	45	2	21	109	193	2	8	37	12
Hhon_orphan_1204	1	1	1	0	0	0	3	0	0	28	30	2	1	1	0
Hhon_g06186.t1	7	9	9	4	6	7	11	5	21	4	5	7	7	2	1
Hhon_g06189.t1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g06190.t1	0	1	0	0	1	0	1	0	2	0	0	0	1	1	0
Hhon_g06192.t1	2	2	5	2	0	1	4	0	3	1	3	2	1	0	0
Hhon_g06193.t1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Hhon_g06194.t1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Hhon_orphan_1206	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0
Hhon_g06196.t1	0	0	0	0	0	0	0	2	7	3	2	0	0	0	0
Hhon_g06197.t1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
Hhon_orphan_1207	5	15	7	1	3	1	11	13	20	1	4	3	1	3	1
Hhon_g06198.t1	5	24	5	1	2	1	9	9	21	3	7	3	3	3	0
Hhon_g06199.t1	1	4	4	3	3	4	7	1	7	3	3	3	3	1	1
Hhon_g06202.t1	1	3	5	1	5	1	10	1	9	0	3	2	3	1	0
Hhon_g06204.t1	7	32	13	2	4	8	17	9	21	4	15	10	1	12	2
Hhon_g06205.t1	0	5	4	2	2	2	0	1	4	0	0	0	0	6	1
Hhon_g06206.t1	0	9	12	3	2	1	14	6	30	1	4	7	3	2	3
Hhon_g06209.t1	7	5	13	3	1	0	8	6	17	1	5	4	2	2	2
Hhon_g06214.t1	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0
Hhon_g06215.t1	2	1	0	0	1	0	0	1	3	0	1	0	1	1	0
Hhon_g06217.t1	2	11	6	5	2	2	5	4	10	2	4	2	2	1	2
Hhon_g06219.t1	5	18	6	2	5	2	7	3	11	7	10	7	10	7	0
Hhon_g06221.t1	16	47	20	0	5	2	28	12	52	5	11	41	10	15	5
Hhon_g06223.t1	0	13	18	6	11	5	10	6	44	5	10	8	9	3	0
Hhon_g06225.t1	6	86	10	1	8	9	17	15	25	3	13	23	2	11	2
Hhon_g06226.t1	106	271	8	6	11	1	17	13	21	2	9	2	2	5	2
Hhon_orphan_1208	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0
Hhon_g06229.t1	0	1	1	0	1	3	0	1	3	0	1	1	0	1	2
