lipophil_1	trans_lipophil_1_fibre	trans_lipophil_1_gland	trans_lipophil_1_epithelia	trans_lipophil_1_lipophil_2	lipophil_2	trans_lipophil_2_epithelia	trans_lipophil_2_gland	unknown_1	fibre_1	fibre_2	trans_fibre_gland	gland_1	trans_gland_epithelia_ventral	trans_gland_epithelia_dorsal	epithelia_gland_like	epithelia_ventral	epithelia_unknown	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_epsilon	peptidergic_zeta	peptidergic_zeta_like	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu
HoiH23_PlH23_004129	27	0	4	0	0	10	7	2	10	6	1	2	39	2	1	27	39	25	28	1	2	1	3	0	1	3	6	0	0	3	0	4	1	2	0
HoiH23_PlH23_004130	18	0	5	1	2	3	3	0	5	8	2	1	31	3	1	8	30	20	28	1	1	2	1	2	1	1	6	2	2	1	1	3	0	2	0
HoiH23_PlH23_004131	13	0	7	0	0	4	5	0	4	3	4	0	43	2	0	26	41	20	52	1	4	3	0	0	1	1	13	5	4	2	2	3	3	0	1
HoiH23_orphan_2647	18	0	1	0	1	4	6	0	1	10	1	1	42	2	0	17	33	10	24	1	0	2	0	0	1	1	3	5	1	1	0	2	0	3	0
HoiH23_PlH23_004133	233	5	43	12	7	81	75	7	34	80	41	11	659	30	13	217	398	184	396	11	16	16	7	18	18	17	68	24	18	26	32	34	17	18	6
HoiH23_orphan_2648	2	0	0	0	0	0	2	0	0	1	0	0	7	0	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
HoiH23_PlH23_004135	12	0	1	3	1	3	6	0	2	12	1	2	64	4	0	21	37	17	37	1	2	2	0	2	0	0	2	1	2	0	1	0	7	1	2
HoiH23_orphan_2649	2	0	2	1	0	1	2	0	1	0	1	0	13	0	0	8	18	2	16	0	2	1	0	0	1	0	1	0	1	0	2	0	1	0	0
HoiH23_PlH23_004136	62	0	9	0	2	17	15	1	12	27	11	5	153	5	3	67	96	35	89	1	5	11	0	0	3	1	8	1	5	3	7	2	7	5	1
HoiH23_orphan_2650	4	0	1	1	0	0	0	0	0	1	0	0	7	0	0	0	1	3	2	0	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0
HoiH23_PlH23_004140	22	0	4	1	0	11	10	0	17	14	5	3	61	0	3	31	44	23	52	1	3	1	0	5	1	1	6	2	1	7	1	2	2	0	0
HoiH23_orphan_2651	3	0	2	0	0	2	1	0	0	1	0	0	6	0	0	0	4	3	4	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0
HoiH23_PlH23_004143	29	0	0	0	0	4	4	0	7	11	1	0	55	0	2	21	30	17	30	1	1	1	3	0	0	0	4	8	0	1	1	1	1	2	0
HoiH23_PlH23_004145	23	0	2	1	0	6	5	2	7	4	3	3	50	3	1	22	39	22	39	1	2	0	2	1	1	2	5	2	4	4	0	4	1	3	1
HoiH23_PlH23_004146	22	1	4	1	0	7	8	0	5	12	4	1	68	4	0	24	28	14	44	1	2	3	0	1	0	2	6	2	2	4	1	4	0	1	0
HoiH23_PlH23_004149	58	1	8	4	0	19	16	1	14	27	10	3	161	5	3	55	103	31	122	3	7	3	1	6	3	3	16	7	4	7	3	6	6	0	2
HoiH23_PlH23_004151	15	2	0	2	1	2	11	2	0	11	2	2	44	1	0	14	26	12	43	2	3	1	0	2	2	1	9	3	3	4	2	0	1	0	0
HoiH23_PlH23_004152	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_004115	35	3	4	2	2	14	9	1	6	18	2	1	102	5	3	26	60	33	54	2	4	0	2	3	2	1	8	2	5	2	1	3	4	1	0
HoiH23_PlH23_004118	194	9	44	6	10	55	52	8	40	99	35	16	503	15	8	143	293	148	336	19	27	19	9	13	12	11	60	22	11	15	12	24	12	8	4
HoiH23_orphan_2652	7	3	4	0	0	2	2	0	0	5	0	1	20	0	0	3	10	6	3	1	1	0	0	0	2	0	2	0	2	0	0	0	1	0	0
HoiH23_PlH23_004123	492	7	71	15	18	118	157	14	102	187	57	23	1201	51	27	416	775	357	847	30	31	54	19	26	24	31	152	52	31	53	38	60	39	32	10
HoiH23_PlH23_004125	56	6	12	1	0	19	19	3	11	21	12	5	155	4	2	52	76	44	111	3	10	8	3	6	3	3	20	2	3	5	4	9	2	1	1
HoiH23_PlH23_004127	188	9	28	4	15	76	45	5	37	71	32	12	547	19	5	194	296	153	379	17	17	23	12	14	11	21	45	24	11	19	12	19	25	11	15
HoiH23_orphan_2653	33	0	4	2	0	12	7	0	3	15	3	3	95	2	1	27	60	31	44	0	8	2	1	1	3	1	9	8	3	3	5	4	2	4	0
HoiH23_PlH23_004132	65	1	13	0	5	22	21	2	6	29	10	4	197	12	2	102	147	77	145	3	9	4	4	5	6	7	18	12	4	6	6	11	9	2	0
HoiH23_PlH23_004134	79	5	5	3	3	22	34	3	18	35	16	6	265	8	0	69	132	58	130	5	6	7	3	5	6	9	26	11	6	6	5	2	9	1	1
HoiH23_orphan_2654	1	0	1	1	0	4	0	0	0	1	4	1	7	3	0	6	10	2	4	0	0	0	0	0	0	0	1	3	1	1	0	1	1	0	0
HoiH23_PlH23_004137	75	3	9	1	4	25	22	2	8	37	6	7	220	2	3	58	135	66	116	4	4	14	2	4	8	5	19	11	3	15	2	8	4	5	1
HoiH23_PlH23_004138	17	0	2	1	1	8	8	2	7	10	6	1	63	3	0	23	37	20	48	0	3	4	0	3	1	3	3	4	0	2	4	3	1	0	0
HoiH23_PlH23_004139	30	0	5	1	0	8	13	0	2	11	5	2	101	5	1	33	53	23	75	1	2	2	0	3	1	2	10	4	0	4	6	4	1	3	3
HoiH23_PlH23_004141	105	1	14	6	2	21	29	4	26	59	13	9	275	10	3	99	166	83	173	4	6	11	3	7	8	6	35	13	5	14	10	7	9	9	5
HoiH23_PlH23_004142	245	2	33	9	9	75	71	7	38	90	31	15	656	18	17	242	435	180	417	16	22	30	9	10	19	26	63	30	17	27	20	21	22	15	4
HoiH23_PlH23_004144	15	0	2	0	0	4	2	0	1	6	4	2	32	3	0	11	21	13	14	0	1	0	0	0	1	0	3	0	1	1	2	0	2	3	1
HoiH23_PlH23_004147	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_004148	99	6	22	3	1	29	25	3	17	42	12	9	244	10	1	107	180	88	201	2	5	2	4	10	2	10	30	10	11	9	7	10	14	8	3
HoiH23_PlH23_004150	59	2	8	1	3	12	10	1	14	14	5	6	131	4	3	42	73	34	78	3	5	3	1	2	6	2	11	6	9	7	1	5	3	5	1
HoiH23_orphan_2655	58	3	3	0	4	9	8	0	12	15	7	7	114	2	3	35	63	23	71	2	7	3	0	2	5	2	7	4	0	7	1	5	1	2	2
HoiH23_PlH23_010917	61	0	7	2	0	15	16	6	10	38	6	3	178	8	3	47	93	55	92	4	5	8	2	2	3	6	12	7	6	9	4	6	2	6	1
HoiH23_PlH23_010918	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_011119	181	3	27	5	1	78	56	5	37	72	26	13	533	28	10	255	402	145	388	16	24	25	12	27	13	7	65	27	8	26	31	12	12	10	4
HoiH23_PlH23_011121	932	11	98	45	40	372	323	45	229	317	185	42	2502	89	39	1052	1696	864	1940	84	105	116	33	35	63	75	292	126	84	166	99	132	64	52	28
HoiH23_PlH23_011120	50	4	4	0	1	23	14	0	18	16	12	1	134	13	2	46	111	60	105	4	5	3	2	10	4	11	17	6	6	8	5	8	2	3	4
HoiH23_PlH23_010692	1	0	0	1	0	1	2	1	1	1	0	0	12	0	0	2	9	2	10	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0
HoiH23_PlH23_010693	72	6	9	1	2	15	23	1	12	35	8	9	193	11	7	61	138	48	116	3	7	2	4	3	8	1	20	15	7	8	5	9	8	3	0
HoiH23_orphan_2658	7	0	1	0	0	1	4	0	0	3	1	0	20	0	0	10	8	6	20	1	2	0	1	0	0	0	2	1	1	0	1	0	0	0	0
HoiH23_PlH23_010811	1053	23	182	26	39	269	320	36	236	384	169	71	2589	101	40	869	1728	768	1769	76	140	105	35	54	61	77	245	108	75	125	103	92	73	54	22
HoiH23_PlH23_010809	26	0	4	1	0	10	9	0	4	23	3	2	74	3	3	30	39	15	33	5	4	3	0	0	0	1	3	1	0	2	2	3	1	2	0
HoiH23_PlH23_010810	82	7	22	1	6	22	23	3	17	35	16	2	254	12	3	77	184	69	171	3	7	3	2	5	6	7	25	14	12	15	6	8	12	11	1
HoiH23_PlH23_011208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_011332	19	2	2	0	1	3	6	3	5	11	1	0	48	1	0	13	33	13	35	2	2	2	0	0	1	0	3	0	0	0	2	1	1	0	0
HoiH23_PlH23_011333	103	5	11	3	13	42	30	6	18	41	1	2	270	9	23	157	181	74	219	3	12	15	1	14	0	2	30	12	6	15	24	6	9	6	1
HoiH23_orphan_2659	3	0	0	0	0	3	1	0	0	0	1	3	13	0	0	2	7	4	8	0	1	0	0	0	0	0	3	2	0	0	0	1	1	0	0
HoiH23_PlH23_011161	22	0	1	0	3	9	5	0	7	10	10	2	63	3	0	22	52	33	49	4	0	4	1	1	4	4	10	7	2	2	3	4	4	1	1
HoiH23_PlH23_011162	14	1	3	0	2	2	5	0	4	11	1	0	36	1	1	11	25	10	8	0	0	0	0	0	3	0	2	4	1	0	2	1	0	0	2
HoiH23_orphan_2660	15	0	1	0	1	2	2	0	2	7	2	2	48	2	0	14	16	13	21	0	3	0	0	6	0	0	5	4	1	4	3	5	1	2	1
HoiH23_PlH23_011442	210	1	20	6	6	25	34	3	49	54	69	4	602	24	5	178	361	216	361	12	19	4	4	8	0	8	61	33	7	45	20	24	14	2	0
HoiH23_PlH23_011443	218	7	12	3	7	27	57	1	61	76	63	7	694	11	5	224	367	258	416	18	29	11	9	15	1	14	71	27	13	49	30	18	8	2	1
HoiH23_PlH23_011444	13	0	1	3	0	3	3	0	1	6	2	2	33	0	0	6	14	10	19	0	1	0	0	0	2	1	1	0	0	0	1	0	1	0	0
HoiH23_PlH23_010616	49	0	9	2	3	16	20	1	7	6	4	2	131	6	4	51	80	27	103	2	6	3	3	1	3	4	13	6	2	7	4	4	1	2	1
HoiH23_orphan_2661	3	0	0	0	0	0	3	0	0	0	0	0	7	0	0	1	4	3	5	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0
HoiH23_PlH23_010615	207	4	36	9	8	60	84	10	40	99	23	15	564	21	8	218	371	154	379	18	26	12	16	8	11	19	74	31	14	25	19	29	19	10	5
HoiH23_PlH23_010617	72	1	5	1	1	25	23	0	8	14	10	1	166	4	1	62	103	68	147	3	7	3	4	5	5	5	22	12	8	9	2	6	7	5	2
HoiH23_PlH23_007685	89	1	19	2	3	22	21	5	24	39	11	5	253	7	6	86	150	71	181	4	6	12	4	3	7	11	15	12	10	14	11	8	6	4	5
HoiH23_PlH23_007686	176	2	23	8	3	72	78	2	49	44	34	5	476	7	13	229	415	184	409	21	27	31	12	15	8	16	51	24	20	31	19	25	20	8	6
HoiH23_PlH23_007689	26	0	2	1	0	5	10	1	6	10	3	0	81	1	0	33	40	22	77	3	5	1	1	5	0	0	6	8	1	8	4	2	1	2	1
HoiH23_PlH23_007691	58	0	11	1	1	11	9	2	13	23	5	6	118	2	0	33	76	31	63	6	6	5	2	3	2	2	6	4	2	4	4	3	3	3	0
HoiH23_orphan_2662	39	1	8	1	5	15	16	2	4	23	6	2	146	7	3	32	96	38	74	4	3	1	2	3	3	1	14	4	2	5	1	9	5	5	2
HoiH23_PlH23_007692	434	16	61	15	22	123	141	21	106	158	68	20	1036	42	15	433	810	359	785	21	40	38	14	20	29	26	120	71	40	50	40	49	24	27	11
HoiH23_PlH23_007693	53	4	6	6	3	9	17	2	4	18	10	3	107	10	1	34	71	40	83	1	5	6	1	1	2	6	7	9	7	5	4	8	4	2	0
HoiH23_orphan_2663	16	1	1	0	0	6	5	0	3	10	0	1	37	3	0	11	18	14	21	0	3	3	0	0	1	0	4	0	1	1	1	0	2	0	2
HoiH23_PlH23_007695	55	1	7	1	0	22	22	2	20	29	3	1	174	5	4	75	96	41	97	2	6	5	8	3	5	2	9	3	13	13	9	7	4	1	1
HoiH23_PlH23_007696	7	1	0	0	0	1	1	0	0	2	0	0	6	0	1	1	3	3	4	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0
HoiH23_PlH23_007698	312	7	37	18	13	99	111	12	65	117	44	20	809	23	20	329	589	222	632	25	31	23	18	12	29	16	68	44	23	48	39	40	24	15	5
HoiH23_PlH23_007700	146	1	23	4	6	38	36	7	44	66	23	9	399	9	5	140	279	89	239	9	10	11	4	9	11	13	32	9	3	17	16	16	12	15	2
HoiH23_PlH23_007701	123	6	20	6	3	41	41	3	35	79	16	13	399	11	6	132	252	91	241	11	11	13	6	6	8	7	26	16	7	13	11	23	17	13	2
HoiH23_PlH23_007702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_007703	9	0	0	1	0	0	1	0	4	2	1	2	20	0	0	7	15	7	8	0	1	0	0	2	0	0	0	0	1	1	3	1	0	0	0
HoiH23_PlH23_007704	2	0	0	0	0	0	0	0	2	2	0	0	22	1	0	4	8	3	11	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0
HoiH23_PlH23_007705	21	4	1	0	0	13	18	0	5	8	4	0	84	0	2	17	42	26	59	4	3	2	0	0	1	3	6	0	1	2	3	1	6	1	0
HoiH23_PlH23_007706	4	1	1	0	0	2	2	0	0	1	0	0	19	1	1	5	20	4	6	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0
HoiH23_PlH23_007708	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
HoiH23_PlH23_007709	1	0	1	0	0	2	2	0	1	0	0	0	10	0	0	9	2	5	4	0	0	2	0	0	0	0	1	1	3	0	0	0	0	0	0
HoiH23_PlH23_007710	27	1	0	0	0	6	6	0	3	14	2	0	60	1	0	32	48	29	47	3	0	5	1	1	0	1	7	2	0	1	1	2	1	3	0
HoiH23_PlH23_007711	3	0	6	0	0	0	7	1	1	2	2	0	17	2	0	10	11	1	3	0	0	0	0	2	0	1	2	0	2	0	0	0	0	0	0
HoiH23_orphan_2664	4	0	0	0	0	3	0	1	0	0	1	0	11	0	0	0	4	3	4	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
HoiH23_PlH23_007715	46	0	5	0	0	9	9	1	5	14	5	2	85	3	3	31	58	37	51	1	4	4	3	4	0	0	10	2	1	2	1	5	7	2	0
HoiH23_PlH23_007719	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_orphan_2665	5	0	0	0	0	1	0	0	1	0	2	1	17	0	0	3	7	5	11	1	1	0	0	0	1	1	1	2	0	1	0	0	2	0	1
HoiH23_PlH23_007687	28	0	7	0	1	16	21	0	10	18	5	3	94	1	0	41	72	40	88	3	4	4	1	3	2	8	8	2	2	5	4	0	0	2	0
HoiH23_PlH23_007690	2261	84	421	63	79	547	534	123	309	948	211	208	5630	235	86	1554	3419	1500	3184	108	172	175	51	64	131	137	443	211	194	163	100	162	152	164	23
HoiH23_orphan_2666	4	0	6	0	0	1	2	0	1	3	0	0	19	0	1	0	7	1	11	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0
HoiH23_orphan_2667	1	0	0	0	0	0	2	0	0	1	0	0	4	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0
HoiH23_orphan_2668	1	0	0	0	0	0	1	0	1	1	0	0	10	0	0	2	4	4	4	0	1	1	0	0	0	1	1	0	0	1	0	3	0	0	0
HoiH23_PlH23_007697	231	4	41	11	9	74	79	2	55	79	34	8	599	23	18	251	449	188	476	9	18	31	9	9	12	20	61	31	17	33	21	25	21	7	4
HoiH23_PlH23_007699	46	1	13	0	2	15	13	0	4	14	2	3	113	0	0	46	79	34	82	3	2	4	0	1	5	4	12	5	2	9	10	3	4	4	0
HoiH23_orphan_2669	2	0	1	0	0	1	3	0	1	3	0	0	1	0	0	1	5	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0
HoiH23_PlH23_007707	8	1	0	0	0	0	5	0	8	1	0	0	16	1	0	4	8	7	16	0	1	0	0	1	0	0	1	2	0	0	1	0	2	0	0
HoiH23_orphan_2670	6	0	0	0	0	2	4	0	4	4	1	0	7	0	0	4	7	6	8	0	2	1	0	0	2	0	2	1	2	1	0	0	0	0	0
HoiH23_PlH23_007712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HoiH23_PlH23_007713	5	0	0	0	0	3	0	0	0	2	2	0	1	0	0	2	8	1	6	0	0	0	0	0	1	1	3	1	0	1	1	0	0	0	0
HoiH23_PlH23_007714	6	0	0	0	0	1	2	0	1	0	0	0	11	0	0	1	5	2	7	0	0	3	2	0	0	0	4	0	0	0	0	1	0	1	0
HoiH23_PlH23_007716	102	2	16	6	2	33	27	5	20	38	12	5	219	13	2	95	150	74	144	6	4	3	4	5	8	3	22	14	1	11	8	8	12	9	3
HoiH23_PlH23_007717	9	1	4	0	0	2	2	0	0	4	2	1	20	0	0	2	10	2	3	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	1
HoiH23_PlH23_007718	11	0	3	0	0	0	3	0	2	7	2	0	18	2	1	9	11	12	11	1	1	1	1	0	0	0	1	2	3	0	1	3	0	0	0
HoiH23_PlH23_010518	8	0	1	0	0	2	1	0	2	4	0	2	11	1	1	7	11	4	11	0	0	1	0	0	2	0	0	2	0	0	0	1	1	0	0
HoiH23_PlH23_010520	194	3	19	13	8	64	63	10	46	70	31	3	491	14	9	203	348	175	363	15	16	31	11	8	7	11	63	24	29	23	16	19	22	10	5
HoiH23_PlH23_010517	61	0	4	4	4	13	19	1	17	29	11	1	182	8	2	70	111	54	111	7	5	4	1	6	3	4	22	6	4	10	6	9	5	4	1
HoiH23_PlH23_010519	378	6	48	6	20	122	118	11	101	137	61	15	1069	48	17	403	710	330	802	23	44	41	21	21	14	40	103	37	43	50	37	40	26	15	18
HoiH23_PlH23_010993	717	19	90	31	25	217	217	27	163	250	105	36	1790	57	32	698	1180	566	1245	40	65	72	23	30	49	59	183	97	48	105	66	87	56	41	26
HoiH23_PlH23_010994	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	3	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_010990	288	9	26	5	12	136	130	5	71	79	44	5	774	36	14	328	521	299	648	27	19	27	17	15	28	31	87	51	28	45	23	46	17	13	9
HoiH23_PlH23_010991	99	2	10	4	7	28	31	2	17	38	11	3	212	7	9	95	151	71	156	3	9	11	4	6	4	5	20	10	9	14	6	12	13	3	1
HoiH23_PlH23_010992	100	3	9	4	4	30	34	2	19	38	15	2	285	8	3	66	159	70	150	7	13	13	6	4	5	4	17	10	3	18	15	13	0	7	0
HoiH23_PlH23_011571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HoiH23_PlH23_010366	27	1	5	1	4	11	14	0	11	15	4	3	105	3	5	32	48	29	66	1	3	5	0	2	2	2	6	3	3	4	3	5	1	3	0
HoiH23_PlH23_010365	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_010367	77	1	12	2	2	18	12	2	13	26	12	4	170	9	3	57	121	57	93	7	5	8	0	3	3	1	6	4	3	8	3	8	3	2	1
HoiH23_orphan_2672	5	1	0	2	0	0	3	1	0	3	0	0	7	1	0	3	8	3	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0
HoiH23_PlH23_010909	427	8	57	14	18	132	139	22	94	166	57	30	1120	51	20	417	786	354	817	22	45	50	25	30	15	36	131	36	40	76	30	48	47	29	14
HoiH23_orphan_2673	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_orphan_2674	2	0	0	0	1	0	3	0	1	1	2	0	9	0	0	3	7	2	4	0	2	0	1	1	1	0	0	0	1	1	0	1	0	0	0
HoiH23_PlH23_010850	192	5	37	6	5	41	44	2	16	105	13	18	423	23	6	120	282	92	202	9	8	14	6	5	11	2	24	10	5	9	5	9	10	16	4
HoiH23_PlH23_010851	982	23	121	37	31	368	405	29	247	348	162	31	2695	87	53	1173	2003	893	2189	64	98	120	69	73	70	87	313	134	88	169	100	145	87	82	34
HoiH23_PlH23_010852	240	5	24	8	4	99	84	6	42	61	37	4	639	16	10	304	472	211	568	19	23	25	10	17	13	24	40	25	31	44	24	39	20	8	14
HoiH23_PlH23_010853	185	1	20	5	3	86	68	4	45	51	42	2	538	22	9	247	385	190	395	3	12	26	9	13	5	24	57	13	54	37	28	23	19	5	14
HoiH23_PlH23_010854	155	2	23	9	8	58	36	4	27	18	30	0	420	27	10	162	334	134	325	6	8	19	9	10	10	22	55	5	48	22	31	10	14	2	7
HoiH23_PlH23_010855	44	1	3	3	2	17	14	2	7	9	14	0	90	1	2	30	66	39	77	3	0	4	4	1	3	1	6	2	8	4	4	9	2	0	3
HoiH23_PlH23_010748	140	6	26	1	4	58	53	6	33	47	23	8	393	20	7	155	281	115	289	6	18	13	6	4	14	10	46	20	16	20	18	14	13	1	1
HoiH23_PlH23_010747	105	3	16	3	6	24	40	8	35	51	14	8	288	15	4	105	220	91	190	4	13	19	3	2	5	7	34	16	17	11	8	11	12	8	1
HoiH23_PlH23_010749	79	0	7	6	2	30	38	2	18	27	13	6	228	4	7	121	157	76	204	5	7	16	5	2	8	12	41	12	5	10	14	10	13	5	2
HoiH23_orphan_2675	37	1	1	2	0	8	18	0	12	7	4	0	85	2	1	44	58	23	74	1	3	1	0	2	1	4	7	4	4	1	3	3	7	2	2
HoiH23_PlH23_010772	81	1	10	3	2	15	26	3	17	42	6	5	227	9	5	72	102	52	123	4	7	8	4	3	2	3	14	4	3	11	2	5	7	3	3
HoiH23_orphan_2676	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	4	1	1	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0
HoiH23_PlH23_010773	125	0	14	3	8	37	46	3	31	37	15	3	292	6	1	108	214	105	251	8	16	9	6	3	6	10	38	21	13	16	9	11	13	3	2
HoiH23_orphan_2677	1	0	1	0	0	1	0	2	1	1	1	0	7	1	0	4	3	4	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_010603	111	2	10	4	9	23	28	6	22	60	10	8	333	25	5	111	188	79	186	4	17	6	5	3	1	4	14	12	12	15	12	13	12	6	0
HoiH23_PlH23_010604	66	4	11	4	4	22	14	5	8	21	8	7	193	7	4	48	99	34	109	9	5	6	4	1	5	3	16	6	6	9	4	9	6	2	3
HoiH23_PlH23_010473	71	5	3	2	6	17	13	4	8	38	5	9	173	8	2	42	93	47	99	4	8	7	2	2	4	4	15	8	3	6	2	8	4	1	0
HoiH23_PlH23_010474	1	0	0	0	0	0	0	0	0	2	0	0	13	0	0	1	5	4	9	0	0	1	1	1	0	0	0	0	0	0	1	0	0	2	0
HoiH23_PlH23_010475	130	3	23	4	8	25	35	6	17	69	16	7	279	15	7	109	205	79	194	3	9	9	4	8	9	3	29	12	7	13	10	9	8	13	3
HoiH23_PlH23_005830	38	0	5	1	1	11	16	0	9	20	10	6	95	4	1	29	66	32	60	3	2	3	3	1	3	3	2	3	1	4	7	6	2	2	2
HoiH23_PlH23_005831	63	1	10	3	2	19	17	2	8	22	6	3	148	3	1	59	94	51	135	6	6	8	1	7	4	4	21	6	8	9	3	8	3	1	1
HoiH23_PlH23_005835	134	2	11	5	2	43	47	2	31	29	26	4	266	5	5	116	210	114	255	12	9	20	4	5	8	14	44	15	8	20	11	14	8	11	2
HoiH23_orphan_2678	4	0	0	2	0	0	0	0	0	0	0	0	11	0	0	7	7	3	11	0	1	0	0	0	0	0	1	1	0	3	1	0	0	2	0
HoiH23_orphan_2679	15	0	2	1	1	5	4	1	1	5	2	0	34	1	1	18	31	8	34	1	2	0	0	0	0	0	4	0	2	2	3	0	3	1	1
HoiH23_orphan_2680	5	0	1	0	0	0	1	0	0	6	1	1	11	0	0	0	8	6	6	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HoiH23_PlH23_005840	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_orphan_2681	10	0	2	0	0	4	2	0	2	1	0	1	23	0	0	4	13	2	20	0	1	1	2	0	1	1	0	0	0	1	0	1	0	1	0
HoiH23_PlH23_005842	32	0	2	0	1	9	7	0	11	11	5	1	62	4	4	26	58	23	48	1	3	1	0	1	2	1	9	5	5	2	3	4	3	1	0
HoiH23_PlH23_005846	4	0	0	0	0	0	2	0	1	0	3	0	9	0	0	5	7	1	11	0	2	0	0	0	0	3	3	0	0	3	0	1	0	0	0
HoiH23_PlH23_005847	66	2	8	3	1	19	18	0	9	16	10	3	158	6	5	63	95	52	99	3	7	6	2	2	6	3	18	9	3	3	3	2	3	4	2
HoiH23_PlH23_005849	114	4	14	4	2	27	21	4	20	34	10	6	281	18	6	81	165	72	217	6	21	12	5	3	6	6	20	13	5	13	17	8	10	8	1
HoiH23_orphan_2682	179	6	28	3	4	64	70	4	47	58	29	3	539	21	18	195	345	192	388	7	18	18	7	12	15	11	70	32	22	21	20	29	15	14	4
HoiH23_PlH23_005852	43	2	4	1	3	8	12	1	14	11	3	1	97	1	3	23	50	21	57	1	7	2	2	1	4	2	5	7	4	9	3	2	2	1	2
HoiH23_PlH23_005853	43	0	4	0	0	8	14	1	4	5	7	1	77	2	2	38	50	34	73	2	5	6	2	0	1	2	10	3	3	5	4	6	4	3	0
HoiH23_orphan_2683	13	0	3	3	1	2	3	0	2	7	1	1	45	2	1	11	19	13	15	2	0	3	1	0	3	0	2	0	1	1	0	1	1	0	0
HoiH23_orphan_2684	11	0	0	2	0	4	2	0	2	4	0	0	39	3	2	13	32	3	29	2	0	0	1	1	0	1	4	1	2	1	1	3	1	0	0
HoiH23_PlH23_005854	34	2	2	4	0	4	14	0	13	12	4	0	88	4	1	25	55	26	57	2	2	5	0	1	0	2	10	2	4	3	4	4	5	1	0
HoiH23_PlH23_005856	118	5	26	5	3	45	34	6	14	42	14	7	312	8	2	138	214	109	240	11	11	17	7	10	1	9	24	9	11	18	17	16	10	6	5
HoiH23_orphan_2685	3	0	0	0	0	2	2	0	0	3	0	0	11	0	1	4	7	8	10	1	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0
HoiH23_PlH23_005858	129	20	24	12	7	19	41	11	30	110	20	11	414	12	1	106	261	84	181	10	27	12	0	5	12	2	28	10	5	16	11	12	15	11	4
