lipophil_1	trans_lipophil_1_gland	trans_lipophil_1_epithelia	lipophil_2	trans_lipophil_2_epithelia	unknown_1	fibre	trans_fibre_gland	gland_1	gland_1_like	trans_gland_epithelia_ventral	trans_gland_epithelia_dorsal	epithelia_gland_like	epithelia_ventral	epithelia_unknown	trans_epithelia_dorsal_ventral	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_delta	peptidergic_epsilon	peptidergic_epsilon_like	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_theta_like	peptidergic_iota	peptidergic_iota_like	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_omicron	peptidergic_other_1	peptidergic_other_2
Hhon_g04952.t1	444	28	23	109	105	138	504	31	850	11	27	38	470	913	146	133	608	17	113	99	29	35	28	18	6	31	79	52	10	98	14	28	18	56	82	10	10	6
Hhon_orphan_962	3	0	0	1	0	1	12	0	15	0	1	0	9	27	3	4	11	0	1	0	2	0	2	1	0	0	1	1	1	0	0	2	0	0	0	1	0	0
Hhon_g04954.t1	1384	196	4	9	6	666	1527	4	4306	1	0	0	967	5275	160	1400	936	1	185	21	1	14	9	0	2	1	21	24	0	101	20	4	18	6	938	10	2	1
Hhon_g04955.t1	82	1	3	17	27	25	74	4	258	7	10	1	82	325	55	32	98	10	35	21	5	3	7	2	7	4	23	8	6	28	0	7	9	9	9	4	3	8
Hhon_orphan_963	0	0	1	0	1	1	1	1	5	0	1	0	1	3	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Hhon_g04959.t1	52	5	3	16	13	15	63	5	108	1	3	2	51	168	12	11	55	3	11	8	1	5	5	2	6	2	7	3	1	16	0	5	3	2	14	2	4	4
Hhon_g04960.t1	32	4	0	10	7	13	38	1	89	1	3	1	33	120	13	16	47	3	8	6	1	5	4	1	3	4	3	3	2	7	1	4	7	3	6	2	1	0
Hhon_g04962.t1	41	3	1	17	8	19	58	3	98	6	1	1	51	103	16	14	62	6	5	9	2	0	4	0	0	3	13	3	1	18	0	2	3	9	5	2	0	0
Hhon_g04964.t1	1576	153	80	408	315	483	1956	131	3470	80	127	79	1758	4289	759	463	2135	119	420	346	70	99	162	39	69	116	329	154	35	420	48	114	132	197	301	79	58	90
Hhon_g04967.t1	533	29	23	120	172	160	637	47	1575	42	61	26	635	2265	356	209	855	67	171	158	32	40	79	21	45	39	102	68	33	179	29	39	96	72	124	37	26	44
Hhon_orphan_965	31	6	1	7	12	12	52	8	77	5	1	1	43	122	18	10	52	2	14	13	3	3	3	5	3	3	2	6	0	13	0	1	2	1	8	2	0	3
Hhon_g04968.t1	43	2	4	15	8	14	69	2	94	2	2	6	68	136	14	10	66	5	13	13	1	2	1	1	2	12	5	7	3	5	1	2	4	8	6	2	3	0
Hhon_g04970.t1	36	2	5	13	7	9	49	2	104	0	3	4	55	141	31	9	50	2	10	10	2	2	5	1	2	6	11	8	5	12	0	2	4	4	7	0	3	3
Hhon_g04971.t1	6	1	0	3	0	0	12	0	26	0	0	0	9	44	7	0	10	0	6	1	0	5	0	0	0	0	1	0	1	10	0	0	0	0	1	0	1	0
Hhon_g04972.t1	11	2	3	6	3	2	16	1	35	0	2	0	10	61	6	2	20	5	10	3	1	4	2	0	0	1	5	3	0	2	1	1	2	2	4	2	0	4
Hhon_g04973.t1	0	0	0	0	0	0	2	0	6	0	0	0	4	16	1	1	7	0	2	1	1	2	0	2	0	1	0	0	0	0	0	0	0	1	1	0	0	0
Hhon_g04974.t1	17	2	0	1	3	1	16	0	28	2	1	0	6	70	10	4	29	2	9	4	0	3	3	0	1	0	0	2	2	5	4	2	0	1	1	1	1	0
Hhon_g04977.t1	146	11	11	48	29	29	181	15	349	10	13	7	168	412	55	38	198	9	50	31	9	9	12	4	5	14	27	20	6	42	3	5	13	22	35	6	3	12
Hhon_g04980.t1	23	1	2	7	5	7	38	3	56	2	5	1	30	80	9	5	36	1	9	8	0	5	3	0	2	0	6	2	0	4	1	2	3	2	5	0	0	2
Hhon_g04982.t1	255	33	23	76	63	80	380	31	691	14	28	27	387	893	160	99	411	26	80	80	9	31	29	10	14	17	75	40	11	95	7	20	15	52	58	14	9	18
Hhon_orphan_966	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Hhon_g04986.t1	150	12	7	46	28	24	141	10	297	8	9	8	146	383	66	46	164	5	33	30	2	6	17	4	5	9	33	11	3	27	3	14	12	24	15	6	6	11
Hhon_orphan_967	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	0	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Hhon_g04989.t1	37	6	1	10	10	13	52	3	104	2	7	5	54	118	20	12	53	8	20	7	3	2	9	2	1	5	8	3	1	12	4	4	4	7	5	3	1	2
Hhon_g04990.t1	120	14	4	30	18	39	174	7	274	4	14	14	151	351	42	46	167	7	38	33	3	11	12	2	2	5	28	10	3	39	3	4	13	11	25	9	5	4
Hhon_orphan_969	5	0	0	0	0	1	6	0	10	0	0	0	2	8	1	3	10	0	0	0	0	0	1	0	0	2	4	0	0	1	0	0	1	3	0	0	0	1
Hhon_g04992.t1	195	22	8	47	58	48	255	13	438	9	19	11	209	573	83	63	261	9	51	60	7	8	21	4	5	11	38	22	5	39	6	14	14	27	43	10	4	13
Hhon_g04994.t1	6511	588	446	1624	1328	1758	8075	511	14645	410	434	423	7032	18200	2770	2123	8746	474	1703	1293	267	420	756	185	340	488	1417	644	235	1668	218	450	543	933	1333	279	199	272
Hhon_g04995.t1	46	1	1	11	11	10	54	2	97	0	5	3	39	139	21	18	67	1	10	9	4	4	5	2	1	5	9	6	1	13	5	4	5	9	7	1	1	4
Hhon_g04996.t1	2672	194	165	587	551	713	3170	215	6031	150	235	141	2482	7517	1065	859	3330	185	761	461	89	162	327	67	132	184	590	273	91	720	84	196	248	335	469	103	72	126
Hhon_g04998.t1	7	0	1	5	1	3	12	0	33	0	0	0	17	46	7	3	13	2	4	3	2	0	1	1	0	2	1	0	1	0	3	0	2	1	0	0	2	2
Hhon_g04999.t1	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Hhon_g05000.t1	156	12	8	49	30	53	172	5	297	6	5	11	167	400	56	38	195	5	42	33	9	8	14	2	7	16	15	17	7	31	9	12	5	17	29	5	7	10
Hhon_g05002.t1	120	6	1	21	37	28	121	7	227	6	14	8	113	312	46	29	121	9	26	28	4	7	10	3	8	4	21	10	2	24	3	5	5	14	23	5	2	6
Hhon_g05004.t1	79	8	4	24	23	18	115	6	198	6	3	4	102	272	38	34	124	9	26	22	3	11	7	2	6	15	19	10	3	19	2	5	11	11	19	6	1	5
Hhon_g05005.t1	116	11	5	30	21	23	142	6	299	5	12	10	127	394	38	39	184	15	36	27	7	8	19	5	6	9	22	16	1	33	6	8	9	10	20	6	1	10
Hhon_g05007.t1	216	13	14	55	49	39	283	14	542	5	22	6	204	832	110	61	332	25	67	58	12	16	27	10	10	12	47	24	5	72	17	22	34	27	55	7	11	14
Hhon_g05011.t1	241	13	7	58	61	70	271	20	518	3	27	14	218	622	100	47	306	16	69	44	14	18	26	7	8	22	32	21	4	60	11	15	16	32	45	8	10	7
Hhon_g05013.t1	21	3	2	2	3	3	12	1	54	1	2	0	20	61	9	8	25	0	9	6	1	0	5	0	1	1	3	1	0	3	1	4	1	6	5	1	1	1
Hhon_g05014.t1	39	1	1	8	20	20	38	1	145	3	7	1	57	190	15	16	38	3	18	5	0	3	0	1	0	3	15	9	0	18	0	7	3	1	4	3	2	5
Hhon_g05016.t1	225	16	16	56	53	68	287	13	489	13	19	14	241	642	121	70	307	18	59	45	6	18	22	9	15	16	48	21	3	59	4	12	27	38	43	6	1	12
Hhon_g05018.t1	45	4	1	19	14	18	72	5	152	4	2	0	76	175	26	15	83	7	11	11	2	4	10	1	3	3	15	5	0	21	3	1	5	6	14	0	2	3
Hhon_g05019.t1	85	9	3	33	13	25	118	8	194	10	8	11	100	219	32	28	103	5	25	20	3	4	12	2	1	6	17	11	4	17	0	6	4	13	12	3	3	3
Hhon_orphan_970	4	0	0	0	0	1	2	0	2	0	0	0	1	9	0	0	4	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Hhon_g04949.t1	282	21	10	73	40	69	335	13	612	14	27	12	274	738	113	95	372	23	71	36	8	12	37	7	18	25	97	24	10	74	15	16	32	33	44	12	7	21
Hhon_g04951.t1	10	0	2	5	4	8	16	0	46	1	1	0	16	52	9	3	16	5	3	3	1	1	0	4	0	0	3	1	1	4	0	1	1	3	5	2	1	0
Hhon_g04953.t1	165	15	6	49	37	40	207	13	420	11	15	8	200	548	76	61	251	13	47	37	11	10	22	7	9	12	42	15	5	48	6	8	19	24	36	8	2	7
Hhon_orphan_972	3	1	0	1	1	1	5	0	5	1	1	0	3	19	2	1	4	0	2	2	0	0	0	2	0	0	0	1	0	1	2	0	0	0	0	0	1	0
Hhon_g04956.t1	319	22	12	83	61	82	383	25	720	17	37	19	406	945	176	89	411	31	103	68	18	14	41	14	19	28	60	33	7	76	9	24	29	56	57	15	8	20
Hhon_g04957.t1	549	51	41	144	116	145	725	36	1312	31	65	26	628	1684	258	155	765	48	158	114	30	62	80	18	22	33	108	60	18	154	16	25	64	98	114	25	19	29
Hhon_g04958.t1	10	0	0	4	5	6	21	1	36	2	0	0	28	47	8	10	15	4	11	5	4	1	3	0	0	2	5	1	1	6	0	2	0	3	3	2	0	2
Hhon_g04961.t1	100	7	8	25	30	24	137	7	233	4	12	4	114	316	51	36	120	9	32	23	8	8	13	5	4	2	13	10	1	29	2	3	6	9	14	8	1	7
Hhon_orphan_973	9	0	1	1	2	3	13	1	32	0	2	0	6	41	10	4	8	1	15	2	0	0	1	0	0	0	3	1	0	2	2	0	0	1	1	1	0	0
Hhon_g04963.t1	16	2	1	3	6	7	22	2	38	0	0	0	17	48	3	4	19	0	5	4	1	0	3	1	1	0	1	3	0	1	0	1	2	2	2	0	0	1
Hhon_g04965.t1	19	1	0	9	8	8	31	1	57	0	6	2	29	83	10	5	20	1	9	7	1	0	4	0	1	0	5	2	2	4	3	0	1	4	5	0	1	2
Hhon_g04966.t1	80	2	4	14	20	11	77	8	138	3	8	3	72	235	24	14	63	7	26	13	4	3	5	0	3	1	11	4	3	6	2	8	8	7	12	3	1	2
Hhon_g04969.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g04975.t1	24	3	0	5	0	5	20	2	50	1	0	1	20	50	9	5	22	3	9	4	1	1	1	0	3	0	5	1	2	3	1	0	1	3	3	0	1	0
Hhon_g04976.t1	14	2	1	4	2	8	22	2	27	0	0	1	15	41	6	5	23	2	7	2	0	0	1	1	1	0	2	1	0	1	0	2	0	1	3	2	0	2
Hhon_g04978.t1	4	0	0	1	1	1	9	2	21	1	0	0	12	33	5	0	20	4	4	1	0	2	4	0	4	0	0	1	0	3	0	1	1	1	1	1	0	0
Hhon_g04979.t1	20	0	1	3	0	7	23	0	44	1	1	1	24	57	9	6	26	5	3	5	0	1	1	0	1	0	6	1	0	5	0	1	1	3	4	0	1	1
Hhon_g04981.t1	12	1	2	3	1	4	12	0	34	0	0	0	20	32	6	4	18	0	4	2	1	1	1	0	0	1	3	1	0	1	0	3	2	2	1	0	0	0
Hhon_g04983.t1	1080	157	15	202	155	121	1212	8	1381	57	106	2	1019	3676	476	94	913	43	409	224	40	29	72	46	18	84	272	81	17	199	211	49	77	23	123	140	5	123
Hhon_orphan_974	4	0	0	1	0	0	5	0	6	0	0	0	3	32	1	0	6	0	0	6	0	1	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0
Hhon_g04984.t1	1345	168	12	275	166	70	1255	17	1938	43	110	0	1037	2772	505	120	1103	12	345	197	22	5	4	94	15	14	265	34	10	332	54	22	105	85	120	26	8	119
Hhon_orphan_975	13	0	0	1	0	1	15	0	26	0	0	0	20	58	12	1	14	0	4	4	0	0	0	3	1	1	7	1	0	8	1	1	0	1	1	3	0	2
Hhon_g04985.t1	8	3	0	2	2	0	11	1	18	0	0	2	12	22	1	1	10	1	4	1	1	1	0	0	0	1	5	2	0	1	0	0	0	0	2	0	0	0
Hhon_g04987.t1	169	9	15	43	33	54	208	15	331	5	10	9	200	366	67	63	219	10	47	43	7	16	11	3	4	10	32	23	3	42	3	12	9	31	41	5	7	3
Hhon_g04988.t1	112	6	5	23	21	39	110	5	196	1	6	4	103	253	37	22	134	3	33	26	3	7	12	4	3	11	9	11	2	18	2	3	4	13	23	1	2	6
Hhon_g04991.t1	90	7	8	16	12	34	99	18	156	5	4	4	81	268	30	30	101	12	21	14	4	6	10	3	10	6	10	12	8	25	4	1	10	8	26	3	1	7
Hhon_orphan_977	38	0	0	4	8	8	24	6	52	0	1	0	24	94	6	14	34	0	10	2	1	1	2	1	2	2	3	2	0	4	0	1	1	2	7	0	0	2
Hhon_orphan_978	4	0	1	1	2	3	3	0	8	0	1	0	1	7	4	2	5	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Hhon_g04993.t1	14	1	0	4	2	2	14	0	31	0	0	0	11	36	5	2	16	1	2	5	0	0	0	0	1	1	2	3	1	2	0	1	0	5	4	0	0	0
Hhon_orphan_979	4	0	2	1	1	2	7	2	15	0	1	0	5	19	2	1	9	2	0	2	0	0	0	0	0	0	3	2	1	1	0	0	0	0	0	0	0	0
Hhon_orphan_980	6	0	0	0	0	1	1	2	5	0	0	0	1	8	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g04997.t1	162	10	10	75	35	51	232	7	414	4	14	3	142	534	59	71	265	12	48	38	6	5	39	9	8	18	48	27	3	39	15	13	22	15	36	9	7	11
Hhon_g05001.t1	35	4	4	4	5	12	40	4	80	2	8	2	47	121	17	17	51	3	12	5	1	2	3	2	2	4	3	5	2	9	0	3	3	5	14	0	2	0
Hhon_g05003.t1	100	9	4	31	17	31	129	5	230	7	16	5	113	299	41	29	131	8	29	24	9	14	7	5	3	8	26	4	3	25	1	4	8	14	23	5	7	5
Hhon_g05006.t1	8	1	0	3	1	1	12	0	15	0	0	2	9	16	4	2	7	0	2	4	0	2	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	3
Hhon_g05008.t1	36	2	3	13	11	11	46	3	100	1	4	0	49	160	15	2	34	4	9	10	0	9	1	1	3	4	6	6	0	9	2	1	3	1	5	2	1	2
Hhon_g05009.t1	117	7	6	34	26	41	159	8	285	4	6	8	125	366	63	38	155	3	32	32	11	10	22	4	9	16	27	7	6	32	5	9	14	11	25	4	6	5
Hhon_g05010.t1	3522	301	187	960	785	997	4467	278	8198	205	317	217	3999	10875	1646	1124	4891	304	1078	788	179	249	492	101	151	233	760	349	125	966	143	234	327	521	682	206	127	232
Hhon_g05012.t1	18	2	0	13	4	1	42	1	41	4	6	2	27	79	15	3	28	5	8	7	2	5	0	0	0	2	5	0	0	8	3	1	2	1	2	1	0	1
Hhon_g05015.t1	37	2	0	11	4	7	38	4	83	0	5	2	40	84	9	14	39	3	9	6	0	3	7	3	5	0	4	8	2	7	0	4	4	5	5	0	0	5
Hhon_g05017.t1	70	4	2	17	13	26	97	2	162	3	4	4	84	233	34	18	107	8	34	23	1	11	6	0	3	4	17	3	2	19	1	10	7	11	13	5	3	4
Hhon_g05020.t1	131	20	6	45	17	20	181	18	246	3	15	13	171	303	40	56	119	11	23	31	5	6	7	2	1	20	27	14	3	26	3	7	11	15	30	4	6	3
Hhon_g05021.t1	611	43	43	153	124	151	713	50	1321	21	43	35	698	1680	221	167	826	44	127	118	30	32	65	20	20	33	116	74	17	135	21	36	57	87	130	25	23	36
Hhon_g05024.t1	69	5	5	15	14	13	75	4	126	4	2	1	66	153	31	22	78	3	16	7	4	2	7	2	1	4	14	4	2	16	1	5	7	9	5	1	4	4
Hhon_orphan_981	10	0	0	4	2	1	15	1	40	0	0	1	19	50	8	3	18	5	3	6	2	4	2	0	1	1	2	3	1	3	1	0	2	0	5	1	1	0
Hhon_g05026.t1	2662	202	157	649	604	799	3349	204	6564	158	258	171	3024	9103	1398	823	3773	261	907	632	138	192	350	82	117	206	618	281	98	692	103	176	274	355	598	156	88	158
Hhon_g05028.t1	76	4	2	14	9	21	82	7	163	4	10	6	92	223	36	22	108	14	26	26	5	9	8	0	4	2	16	7	5	23	3	6	8	13	9	3	4	2
Hhon_g05030.t1	58	9	4	18	12	11	94	5	122	3	4	3	60	159	27	15	90	2	21	11	6	5	6	6	1	4	10	7	3	18	5	8	11	15	13	5	0	0
Hhon_g05031.t1	22	0	2	5	7	5	34	0	70	1	7	1	19	114	15	2	28	1	17	0	3	3	5	3	2	3	10	2	2	11	2	5	5	7	4	2	0	3
Hhon_g05032.t1	9	2	0	3	1	3	8	0	20	1	0	0	12	20	4	1	24	1	4	0	0	0	2	0	1	1	3	1	0	2	0	0	1	1	0	0	0	1
Hhon_g05034.t1	30	1	0	5	4	7	29	1	64	2	1	0	31	76	22	6	36	1	4	3	2	0	3	1	1	2	9	1	0	9	0	3	0	3	4	0	1	2
Hhon_orphan_982	3	0	0	2	0	0	1	0	4	0	0	0	1	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g05036.t1	3	0	0	0	0	0	1	0	1	0	0	0	1	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Hhon_g05038.t1	12	1	0	3	3	6	23	0	36	0	0	0	10	53	3	6	13	1	4	1	1	0	2	0	0	1	0	3	0	1	0	0	4	1	3	0	1	0
Hhon_g05039.t1	66	6	2	14	20	20	81	8	140	2	5	3	79	199	29	30	106	6	21	16	4	5	5	1	4	1	16	6	3	17	1	5	10	5	11	5	5	4
Hhon_g05043.t1	6	0	0	1	0	2	2	0	6	0	0	1	0	4	1	1	4	2	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
Hhon_g05046.t1	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hhon_g05047.t1	15	0	3	5	5	5	20	1	63	0	1	0	22	65	10	4	21	3	6	6	0	1	5	3	0	1	5	1	1	6	0	3	3	2	3	0	1	3
Hhon_orphan_983	1	0	0	0	2	1	5	0	8	0	0	0	2	11	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Hhon_g05051.t1	60	4	3	16	10	14	66	7	155	6	3	2	75	192	28	17	58	8	27	9	3	5	5	0	7	5	14	10	4	9	1	3	4	17	13	6	3	1
Hhon_orphan_984	3	0	1	1	2	2	11	0	8	1	2	0	5	23	5	2	9	0	3	1	0	0	0	0	0	0	1	1	0	3	0	0	0	2	1	0	0	1
Hhon_g05053.t1	66	6	5	16	14	17	95	3	156	3	8	2	65	218	27	25	95	4	18	20	4	6	9	0	4	2	16	5	2	15	3	6	2	7	16	0	3	4
Hhon_g05055.t1	64	3	4	16	11	14	71	7	155	6	5	1	66	182	27	37	76	8	15	9	4	4	9	2	3	2	15	7	1	21	1	3	8	5	13	1	1	5
Hhon_g05058.t1	173	10	6	35	30	31	168	7	360	15	12	6	153	510	47	54	197	11	50	30	8	9	24	4	11	11	41	16	8	41	8	8	19	16	30	6	6	7
Hhon_g05061.t1	310	20	31	71	70	100	365	19	785	16	22	29	336	963	162	86	454	31	96	72	8	31	43	12	14	20	66	32	9	73	13	27	26	32	56	16	14	18
Hhon_g05062.t1	5	0	0	2	1	2	1	0	10	0	2	1	7	11	0	1	7	1	0	0	0	0	1	0	2	0	1	0	0	3	1	1	1	0	0	0	0	0
Hhon_g05063.t1	70	7	3	18	23	15	81	4	182	3	9	2	83	280	40	16	101	7	21	17	2	1	6	7	6	3	11	8	5	25	5	1	8	12	22	5	1	5
Hhon_g05064.t1	186	15	10	43	46	41	215	18	421	3	9	10	230	512	77	53	242	10	50	38	4	14	18	9	6	7	39	11	7	51	13	18	5	19	37	7	8	7
Hhon_g05065.t1	52	5	3	15	13	10	86	5	125	3	4	3	61	146	24	15	78	6	17	13	2	5	5	3	3	8	19	2	0	16	1	5	3	5	11	1	0	4
Hhon_g05067.t1	18	3	2	8	12	6	49	7	89	4	3	9	42	94	19	12	46	5	16	8	2	2	4	1	1	5	9	1	1	11	0	3	0	5	8	3	1	2
Hhon_orphan_985	7	0	0	1	0	0	1	0	6	0	0	0	3	9	0	0	3	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0
Hhon_g05069.t1	41	2	1	10	7	12	56	1	99	4	1	0	48	118	22	15	48	4	16	12	1	2	6	0	1	2	7	4	0	11	0	2	4	6	7	2	0	3
Hhon_g05071.t1	50	4	6	16	14	25	68	4	193	4	7	4	77	265	53	25	90	6	26	11	4	7	10	2	2	2	13	7	3	17	2	2	4	14	13	2	2	10
Hhon_g05072.t1	50	7	5	15	12	16	69	3	117	2	6	4	58	162	21	18	62	3	14	9	2	6	3	2	4	6	14	11	1	11	2	3	6	6	10	3	2	3
Hhon_g05074.t1	10	2	0	3	3	5	19	1	41	2	1	1	12	46	5	6	18	0	5	2	1	1	0	0	0	2	2	2	0	4	0	3	3	1	1	2	0	1
Hhon_g05075.t1	37	4	2	7	7	10	51	3	98	0	5	2	40	171	19	9	67	5	14	9	0	1	11	2	1	1	9	3	2	13	2	0	6	5	15	0	3	5
Hhon_g05077.t1	30	4	3	6	10	9	67	4	89	1	5	0	39	111	20	16	43	3	9	13	1	1	5	1	2	2	12	2	1	9	2	1	3	10	12	2	1	1
Hhon_g05078.t1	17	0	1	5	5	3	16	3	28	1	0	1	21	52	4	2	14	1	10	3	0	1	3	1	0	0	5	1	0	4	0	0	1	2	3	0	0	1
Hhon_g05080.t1	21	1	0	8	4	13	41	3	53	2	4	2	24	83	12	5	21	3	11	4	1	3	5	2	2	1	6	2	1	9	1	1	1	4	4	0	1	1
Hhon_g05082.t1	754	63	48	177	168	209	872	56	1534	47	48	35	814	1943	325	213	976	46	176	150	35	41	68	20	33	66	147	70	23	171	23	43	69	106	115	37	15	28
Hhon_g05083.t1	51	3	7	10	7	14	75	3	148	0	7	5	46	176	29	25	75	4	18	8	1	5	6	0	3	2	19	6	0	15	2	3	12	6	15	6	3	5
Hhon_g05085.t1	20	2	1	5	4	14	17	6	54	1	4	1	25	61	19	6	38	2	7	7	0	1	0	0	0	3	3	3	1	9	0	3	4	3	3	2	0	0
Hhon_g05086.t1	121	10	3	28	22	23	126	13	227	5	4	7	113	254	47	28	135	3	19	17	4	3	12	0	3	14	21	7	3	22	1	5	14	6	19	4	1	7
Hhon_g05087.t1	17	3	0	5	0	1	11	0	26	0	0	1	7	24	3	4	14	1	3	2	0	0	1	0	1	3	3	1	0	6	0	1	2	1	3	1	0	0
Hhon_g05088.t1	24	6	1	9	2	8	27	1	45	1	0	0	25	68	15	9	24	0	11	6	0	1	5	0	0	1	6	2	0	3	0	2	0	1	3	1	1	1
Hhon_g05089.t1	122	11	3	40	29	28	180	8	280	6	11	4	143	336	39	31	191	7	29	29	6	7	22	2	3	12	23	18	5	34	3	1	9	20	16	9	7	6
Hhon_g05090.t1	137	5	7	28	27	37	198	12	336	6	6	5	165	381	58	52	189	10	40	29	3	5	12	4	3	8	31	19	4	34	4	7	12	22	27	4	2	4
Hhon_orphan_987	1	0	0	0	1	1	4	2	4	0	0	1	2	6	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Hhon_g05092.t1	1	0	1	2	2	0	4	0	9	0	0	0	5	18	1	0	2	1	1	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	2	0	1
Hhon_g05022.t1	194	11	13	42	38	39	205	15	368	9	13	11	198	499	84	56	202	16	39	36	8	14	18	6	6	14	22	10	5	39	5	9	13	29	29	9	1	7
Hhon_g05025.t1	15	0	0	3	2	1	15	0	20	1	0	0	16	24	4	2	12	1	2	2	0	1	1	1	1	0	3	0	0	2	0	1	0	2	0	0	0	0
Hhon_g05027.t1	116	13	7	24	20	30	136	9	243	3	12	6	135	298	54	40	145	6	20	27	3	5	5	2	2	6	20	11	3	26	1	8	7	22	21	6	2	3
Hhon_g05029.t1	148	9	7	36	34	35	186	6	324	5	17	7	163	456	78	37	214	6	46	34	4	7	23	7	5	12	40	12	6	37	10	9	16	15	32	9	2	9
Hhon_orphan_988	2	0	0	2	0	0	4	1	4	0	0	0	0	1	0	1	2	0	2	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	2
Hhon_g05033.t1	10	0	3	1	3	4	28	1	29	0	1	0	22	54	8	5	16	5	8	4	1	1	0	1	1	0	4	1	0	5	0	1	3	1	7	1	2	0
Hhon_g05035.t1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Hhon_g05037.t1	27	4	0	10	7	15	41	2	87	2	4	1	49	98	17	16	43	3	9	5	2	2	4	1	2	1	9	5	1	8	3	1	7	5	10	1	1	1
Hhon_g05040.t1	19	2	3	1	4	2	14	2	36	0	2	0	30	45	11	5	27	2	3	2	0	1	3	0	2	2	2	0	1	5	0	1	1	4	3	0	1	1
Hhon_g05041.t1	56	3	2	8	13	10	46	1	84	1	4	4	49	114	15	12	36	3	17	9	2	4	5	0	0	2	11	2	0	8	3	3	4	8	9	1	1	1
Hhon_g05042.t1	21	0	1	5	10	5	29	4	119	0	3	3	37	165	32	6	68	3	24	19	0	7	3	5	2	0	13	2	1	6	6	0	3	7	8	0	2	2
Hhon_orphan_989	1	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g05048.t1	8	1	0	3	1	2	9	0	15	1	1	0	14	54	10	0	13	0	4	0	0	0	1	0	0	2	5	1	1	7	1	0	4	1	3	0	0	0
Hhon_g05049.t1	579	64	27	142	146	160	794	44	1415	32	40	35	637	1667	286	201	817	48	138	108	36	45	49	18	32	44	155	53	30	137	19	28	49	86	125	14	26	27
Hhon_g05050.t1	8	0	1	0	1	8	10	0	20	1	0	0	8	34	8	3	9	0	6	2	1	0	1	0	2	0	2	1	1	2	0	0	0	0	4	1	0	1
Hhon_g05052.t1	202	0	0	59	76	60	146	4	182	0	0	3	27	231	34	1	114	0	13	1	1	0	0	0	0	52	0	0	10	58	0	14	0	6	1	24	0	0
Hhon_g05054.t1	63	3	4	22	14	24	93	3	158	0	6	1	47	229	38	30	86	6	25	24	1	2	12	4	2	5	15	8	0	16	5	5	9	7	16	7	2	6
Hhon_g05056.t1	389	68	32	109	66	99	551	55	1039	17	36	48	455	1266	200	134	557	38	141	74	16	24	51	12	32	35	87	35	13	111	12	26	31	40	81	15	7	17
Hhon_g05057.t1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hhon_g05059.t1	41	2	2	16	12	9	64	1	112	1	2	2	46	132	14	17	71	5	15	8	0	4	5	0	1	0	9	4	1	17	0	1	3	6	13	3	3	2
Hhon_g05060.t1	49	3	2	7	9	9	53	3	90	1	7	2	50	143	24	9	46	1	17	12	0	2	4	3	0	6	8	4	1	9	0	1	1	7	3	2	0	2
