lipophil	trans_lipophil_1_gland	trans_lipophil_1_epithelia	unknown_2.1	unknown_2.2	fibre	trans_fibre_gland	gland_1	trans_gland_epithelia	epithelia_gland_like	epithelia_unknown_1	epithelia_unknown_2	epithelia_unknown_3	epithelia_ventral	trans_epithelia_dorsal_ventral	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu	peptidergic_omicron
Tadh_TriadG58047	239	21	11	11	8	101	14	250	34	79	6	55	45	205	71	215	17	12	22	3	0	6	8	14	12	10	37	8	13	11	20	6	8
Tadh_TriadG58049	71	7	2	2	5	37	6	48	6	19	2	25	10	44	9	58	2	4	1	2	0	4	2	3	3	1	4	1	4	2	10	0	3
Tadh_orphan_2767	1	1	1	0	0	1	0	8	2	4	0	0	2	9	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Tadh_TriadG58051	49	6	4	3	4	23	1	52	8	11	2	9	7	50	13	36	3	1	9	1	0	0	1	7	5	4	7	1	1	0	4	1	1
Tadh_orphan_2768	43	2	2	1	5	22	6	41	5	13	0	12	6	32	13	33	0	3	1	0	1	2	0	1	5	2	2	2	1	2	9	2	1
Tadh_TriadG58054	159	24	10	12	8	65	17	190	18	51	8	45	24	184	52	166	18	10	11	4	6	5	7	14	12	4	13	2	4	7	17	2	0
Tadh_TriadG58057	425	41	28	36	45	161	24	612	52	144	6	178	144	493	165	391	20	31	27	10	10	18	8	27	36	18	63	22	21	14	42	16	18
Tadh_TriadG58059	747	57	42	31	38	268	38	859	72	273	22	169	135	669	242	594	43	41	47	7	5	31	18	35	48	19	84	19	42	21	56	20	22
Tadh_TriadG64078	3544	300	212	225	188	1281	210	4003	346	1325	98	962	663	3372	1227	3090	219	240	232	43	28	190	78	228	260	95	355	140	126	65	289	104	156
Tadh_orphan_2769	6	3	1	0	0	6	1	12	1	1	0	4	1	10	2	6	1	1	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0
Tadh_TriadG1535	71	7	7	5	8	39	5	78	10	39	2	32	6	89	26	65	3	8	7	1	0	5	6	4	5	2	8	4	2	2	13	4	0
Tadh_orphan_2770	0	1	0	0	0	2	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_2771	95	11	6	0	12	24	2	104	8	33	3	23	21	71	31	85	5	5	5	0	1	3	1	4	15	1	15	3	7	3	6	3	6
Tadh_TriadG58067	122	15	7	4	15	62	6	181	12	60	4	28	14	142	46	133	4	7	12	2	0	5	0	2	8	7	18	11	7	2	12	4	3
Tadh_TriadG58070	44	2	0	3	2	29	4	50	4	21	1	12	10	36	12	43	3	1	3	0	0	1	2	7	4	3	4	1	1	3	3	2	4
Tadh_orphan_2772	1	0	0	0	0	1	0	6	0	0	0	3	1	4	1	4	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0
Tadh_TriadG58074	12	2	0	1	0	8	1	12	2	4	0	3	3	22	9	13	1	0	1	1	0	1	1	1	3	0	3	0	1	0	2	0	0
Tadh_TriadG27805	38	5	5	6	3	15	2	50	3	17	4	17	9	52	23	38	3	6	4	2	0	3	0	1	5	4	9	4	1	0	11	4	1
Tadh_orphan_2773	22	0	2	1	2	2	1	16	2	6	0	5	4	19	8	11	1	2	0	1	0	1	0	2	1	0	1	0	0	0	4	1	0
Tadh_orphan_2774	2125	173	141	85	135	752	115	2329	209	747	62	585	348	1924	650	1794	101	129	125	36	15	116	58	115	170	61	242	82	100	47	211	46	75
Tadh_TriadG58081	27	2	2	0	1	17	2	49	0	22	2	8	6	28	11	22	4	3	1	0	0	4	1	1	0	3	9	3	1	1	4	0	1
Tadh_wf_g6953	121	11	10	3	10	46	8	119	14	43	3	39	24	123	35	118	4	9	15	1	1	12	0	5	8	2	14	8	3	1	17	5	5
Tadh_TriadG27591	66	10	8	6	2	34	3	106	12	21	4	26	11	70	22	73	3	6	8	2	0	8	2	7	4	3	14	2	2	2	11	1	2
Tadh_TriadG58086	95	6	3	3	3	38	4	102	15	45	0	23	15	97	26	84	8	8	3	4	2	2	2	6	11	3	8	1	1	0	8	1	3
Tadh_TriadG27464	230	20	21	15	16	96	19	295	20	95	11	53	34	217	67	231	13	11	19	4	2	14	4	13	14	5	21	6	12	12	14	9	8
Tadh_TriadG28014	21	4	2	0	1	9	1	38	3	8	0	3	7	20	5	17	0	1	2	0	3	1	3	0	5	2	4	0	2	0	4	0	0
Tadh_TriadG58092	3	1	0	0	0	4	0	7	0	2	0	1	3	6	2	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0
Tadh_orphan_2775	1	0	0	0	1	0	0	1	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tadh_TriadG50496	251	36	10	8	15	81	10	252	27	92	7	48	34	215	92	214	11	13	13	3	5	17	3	9	12	5	14	5	10	5	9	6	8
Tadh_orphan_2776	2	0	0	1	0	1	0	7	0	1	0	0	0	10	3	9	0	1	2	1	0	0	0	0	0	0	0	0	2	0	2	0	0
Tadh_TriadG58096	70	7	4	5	4	33	6	87	10	17	1	16	12	69	33	56	2	6	1	3	0	4	4	4	5	3	11	2	0	2	10	1	6
Tadh_TriadG58097	6	0	1	1	0	5	0	9	0	2	0	3	4	8	3	4	0	1	0	0	0	0	0	0	1	1	1	2	2	0	0	0	1
Tadh_orphan_2777	4	1	0	0	0	3	2	9	2	3	0	4	2	5	0	6	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0
Tadh_orphan_2778	1	0	0	0	1	2	0	3	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tadh_TriadG58099	12	0	0	1	2	3	0	14	1	1	0	3	3	7	4	12	0	1	1	0	0	1	2	2	2	1	1	0	1	0	0	0	0
Tadh_TriadG63335	8912	861	565	474	730	3470	600	11698	1104	3238	315	2628	1657	8440	2713	8307	471	535	536	220	114	388	237	530	706	327	1065	315	429	274	970	278	279
Tadh_wf_g6972	43	2	2	6	1	13	7	58	6	12	0	22	13	56	11	46	3	3	3	1	0	3	3	1	1	3	9	0	3	1	8	3	2
Tadh_TriadG14457	32	3	3	2	1	19	0	42	9	12	0	19	9	30	11	40	2	2	1	1	0	1	1	4	0	1	2	1	3	0	5	0	0
Tadh_TriadG58102	6	1	1	0	0	5	1	11	4	0	0	4	2	11	1	6	0	1	0	0	0	0	0	1	0	0	1	0	0	0	3	1	0
Tadh_TriadG58103	1	0	0	0	0	2	2	6	0	0	0	2	2	2	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	1	5	0	1
Tadh_TriadG58104	292	42	26	11	36	125	31	383	34	108	5	88	79	293	99	295	10	19	15	8	2	17	9	23	23	16	54	11	16	13	40	9	15
Tadh_TriadG58107	65	6	6	1	14	32	7	81	9	37	3	22	20	75	28	72	1	8	3	1	1	3	0	4	7	4	8	0	4	4	14	6	3
Tadh_wf_g6979	1	1	0	0	0	0	1	3	0	0	0	1	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG58109	48	4	3	4	4	21	6	51	6	16	3	11	5	29	12	39	2	4	6	2	0	2	0	2	2	2	3	3	1	1	2	1	1
Tadh_TriadG58111	117	9	7	5	6	38	5	145	10	46	7	41	22	106	37	123	7	9	7	3	1	1	4	10	12	3	15	5	5	4	17	4	8
Tadh_TriadG58113	27	1	2	0	1	10	1	28	4	8	0	7	7	21	10	25	1	6	2	0	0	2	2	1	0	3	6	1	3	0	4	2	2
Tadh_orphan_2779	1	1	0	0	0	0	0	3	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG58115	65	7	7	6	5	29	3	83	4	39	2	18	16	68	31	65	4	9	3	0	1	1	4	3	8	0	7	3	7	1	4	5	7
Tadh_TriadG58116	8	1	0	0	0	0	1	9	1	4	0	2	3	6	4	4	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0
Tadh_orphan_2780	29	1	3	1	2	10	0	32	2	12	1	14	12	23	16	33	3	3	0	0	0	1	0	1	2	0	2	1	1	0	4	0	1
Tadh_TriadG58117	110	23	7	8	4	53	4	172	17	66	4	37	30	141	48	146	7	5	11	5	4	7	1	9	11	5	15	9	9	1	20	4	8
Tadh_TriadG58120	15	1	0	1	3	7	1	22	0	2	0	10	4	13	8	16	1	0	0	0	0	2	0	1	1	1	4	1	0	1	0	1	2
Tadh_wf_g6994	30	2	2	1	3	14	3	39	5	13	0	7	7	20	5	21	1	1	0	1	0	0	0	1	1	1	1	0	2	1	0	0	0
Tadh_TriadG58125	68	8	5	6	7	36	8	93	11	34	2	21	12	83	28	70	5	7	6	1	0	4	7	6	3	3	6	3	7	1	10	4	2
Tadh_TriadG58126	31	3	3	6	1	20	1	72	5	12	0	12	8	44	8	30	0	4	1	2	2	1	1	4	3	1	5	0	3	0	4	0	0
Tadh_TriadG64084	1193	181	66	38	138	530	85	1732	151	630	19	461	318	1492	447	1332	89	116	101	66	21	87	57	105	122	74	215	68	97	51	204	24	52
Tadh_TriadG58129	156	12	8	5	18	58	8	159	10	45	5	32	27	121	45	122	6	4	2	6	3	2	6	7	12	9	14	7	3	5	11	1	4
Tadh_TriadG58131	109	18	4	7	9	37	11	166	10	41	4	28	22	99	32	93	4	16	5	2	4	4	1	10	12	5	13	2	6	9	12	6	4
Tadh_TriadG58132	87	10	3	10	9	39	10	126	10	33	5	25	17	108	27	93	3	3	9	1	1	4	4	7	10	2	11	1	5	0	10	3	2
Tadh_TriadG58134	38	2	2	1	1	15	1	41	3	10	3	16	7	40	6	43	1	2	2	3	0	0	1	1	4	1	4	0	1	0	6	2	0
Tadh_TriadG58138	10	3	1	0	0	7	2	17	3	4	0	4	2	15	2	8	1	0	3	0	0	1	0	0	2	0	0	1	0	0	1	2	0
Tadh_orphan_2781	3	2	0	1	1	2	0	1	1	2	0	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG49494	567	59	33	27	57	251	50	831	89	206	19	196	127	549	165	577	26	36	36	9	4	20	13	49	58	20	86	27	36	26	79	19	31
Tadh_TriadG58141	45	4	6	5	2	18	1	59	5	27	2	21	3	38	19	34	2	4	2	0	0	4	0	1	3	1	5	2	4	0	9	3	4
Tadh_TriadG58142	6	0	0	0	0	0	0	2	0	1	0	1	1	2	0	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG58143	120	7	5	12	4	40	4	105	5	51	3	22	14	99	43	81	6	5	9	1	0	5	1	13	7	4	8	5	1	1	12	0	3
Tadh_TriadG58144	5	0	0	0	0	3	0	8	2	1	0	1	1	8	1	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG58145	26	2	1	0	4	13	0	27	3	2	1	13	4	28	6	18	1	3	0	1	2	1	0	0	0	0	1	2	4	1	1	0	1
Tadh_TriadG50503	32	6	2	0	2	14	3	52	3	9	1	15	2	32	8	31	2	1	1	0	1	4	0	2	1	2	6	1	2	0	1	0	2
Tadh_orphan_2782	0	1	0	0	0	0	0	4	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Tadh_TriadG58152	55	7	6	0	1	24	4	85	7	17	2	13	9	59	17	69	4	8	4	0	2	4	1	1	7	4	13	0	3	2	10	1	4
Tadh_TriadG28052	212	21	8	13	8	80	11	232	19	66	3	50	33	185	73	191	12	14	14	5	1	6	3	11	20	9	16	9	7	3	16	6	3
Tadh_TriadG58155	831	82	44	48	63	312	54	989	77	303	23	222	152	722	280	752	32	51	49	15	5	40	23	54	64	15	80	32	37	26	66	25	38
Tadh_TriadG28013	46	9	1	1	2	22	4	57	4	21	0	9	8	56	26	59	5	3	4	4	1	2	1	4	8	3	5	1	1	0	5	1	1
Tadh_orphan_2783	5	0	0	0	0	0	0	1	0	0	0	0	1	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG9164	74	5	5	7	10	21	2	113	6	29	2	47	20	67	16	86	2	8	4	3	1	3	2	5	2	0	10	4	3	2	9	2	2
Tadh_orphan_2784	19	1	1	1	3	3	0	27	2	5	1	4	5	17	9	18	0	0	1	2	0	1	0	2	2	2	7	0	1	0	0	0	0
Tadh_TriadG58161	42	2	2	1	3	14	5	54	1	21	8	17	10	42	4	50	1	6	3	1	2	1	0	4	2	0	3	3	3	0	13	1	0
Tadh_orphan_2785	4	1	0	0	0	4	0	8	0	2	0	0	1	4	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
Tadh_orphan_2786	5	0	1	1	0	4	2	12	0	3	0	3	1	10	3	10	3	1	0	0	0	0	0	1	1	0	1	2	2	0	2	0	0
Tadh_TriadG28036	41	1	0	2	2	14	1	39	4	18	1	10	8	37	8	31	3	4	1	0	0	2	1	4	2	0	4	1	1	0	4	0	2
Tadh_TriadG58170	113	12	4	7	6	45	6	88	8	44	3	32	19	75	36	92	6	5	7	2	2	1	7	4	6	1	6	3	2	0	6	3	1
Tadh_TriadG58172	65	8	4	2	9	26	7	67	6	23	2	19	8	59	18	54	6	4	3	3	0	4	1	4	5	0	10	2	2	1	5	4	4
Tadh_TriadG58173	92	11	5	4	5	36	5	94	11	30	4	28	13	72	30	67	5	6	1	1	0	9	0	6	1	2	12	2	4	1	7	0	1
Tadh_orphan_2787	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG58177	27	0	1	1	1	4	4	20	2	6	0	7	6	24	6	21	0	0	2	0	1	0	1	1	0	0	4	1	2	0	3	1	0
Tadh_orphan_2788	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_2789	1	0	0	0	1	0	0	4	0	1	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Tadh_TriadG50511	8	5	0	0	1	4	1	17	4	4	1	1	0	15	5	13	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	0
Tadh_wf_g7054	113	10	7	6	11	51	8	133	16	49	5	48	21	91	34	118	12	13	10	1	4	8	4	6	7	6	9	4	12	3	13	9	6
Tadh_TriadG27374	0	1	0	1	0	1	0	6	1	2	0	1	0	7	0	5	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0
Tadh_orphan_2790	4	0	0	0	1	2	0	7	0	2	0	2	0	7	1	5	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0
Tadh_wf_g7057	54	5	1	2	1	18	4	56	3	18	4	9	6	45	17	35	2	2	6	0	1	1	1	4	0	4	7	1	0	1	7	2	0
Tadh_TriadG28050	67	8	6	3	9	25	2	94	14	19	2	22	16	76	14	75	3	4	3	2	3	2	0	2	5	0	6	1	4	5	10	2	2
Tadh_orphan_2791	3	2	1	0	1	1	0	1	0	0	0	1	0	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tadh_TriadG58186	132	13	5	6	7	59	9	192	13	54	4	63	30	141	52	139	7	7	11	5	2	4	8	13	17	5	19	2	7	6	20	3	5
Tadh_TriadG58188	21	2	1	1	3	5	2	23	1	10	0	7	3	14	3	13	0	0	0	0	0	0	0	1	1	0	0	1	3	3	4	0	2
Tadh_TriadG58191	101	9	4	6	11	43	6	124	10	39	2	30	20	97	31	98	8	7	8	1	0	5	2	4	5	3	9	4	6	2	9	3	2
Tadh_TriadG58193	132	12	8	5	11	43	10	129	23	42	5	48	26	143	36	103	8	4	7	2	3	6	3	4	16	5	14	1	7	7	21	3	6
Tadh_TriadG58194	154	14	9	3	10	48	9	185	21	57	2	39	28	136	49	119	12	11	5	6	5	2	6	16	6	4	17	3	8	8	16	8	4
Tadh_wf_g7071	0	0	0	0	0	1	0	1	0	0	0	1	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG64088	355	30	19	21	20	129	9	391	34	128	12	78	57	302	111	312	17	13	19	9	1	21	4	22	23	10	38	11	14	11	30	1	9
Tadh_TriadG27771	69	5	1	2	8	23	1	84	8	17	0	11	9	39	22	63	3	3	3	1	0	1	0	2	1	0	6	0	3	3	6	1	1
Tadh_TriadG36227	1729	137	111	95	80	614	104	1830	140	581	54	438	291	1530	565	1391	112	98	101	15	6	76	40	115	111	30	133	59	83	30	128	50	67
Tadh_orphan_2792	2	2	1	0	0	0	0	2	1	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
Tadh_TriadG50515	109	8	9	7	10	29	3	110	8	31	6	25	11	80	26	93	2	9	4	3	0	8	3	2	5	0	12	3	5	3	7	6	3
Tadh_wf_g7082	16	7	0	0	0	10	5	34	8	18	1	12	5	31	9	24	1	1	2	1	1	0	1	14	6	3	4	0	0	2	3	0	2
Tadh_TriadG50516	63	5	3	1	1	20	5	66	6	19	1	17	2	62	28	41	5	6	2	2	0	2	1	6	4	1	11	1	1	1	14	1	2
Tadh_TriadG27870	15	2	3	2	3	4	0	22	0	10	0	7	3	10	4	7	0	0	4	0	0	1	1	0	1	0	2	0	3	0	2	3	0
Tadh_TriadG58209	31	4	1	0	2	13	2	48	4	5	1	14	15	38	5	31	2	2	4	1	2	0	6	8	1	2	8	2	5	1	0	0	1
Tadh_TriadG58210	299	31	20	13	35	137	21	426	40	114	13	129	81	366	90	315	19	22	24	4	2	14	8	24	33	13	34	17	15	5	44	9	6
Tadh_orphan_2793	1	0	0	0	1	2	1	11	0	1	0	2	2	7	1	6	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	0
Tadh_TriadG58215	240	28	12	16	24	92	19	277	36	89	8	64	54	228	69	228	6	18	16	6	10	19	8	15	13	7	22	19	11	6	24	6	9
Tadh_orphan_2794	2	3	0	0	0	2	1	3	0	0	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_2795	217	13	10	12	15	68	22	253	22	75	6	51	35	184	39	185	6	15	13	4	4	11	3	15	20	10	37	11	11	6	19	5	7
Tadh_orphan_2796	8	0	0	0	1	3	1	2	0	1	0	2	0	4	4	1	0	1	0	0	0	0	0	0	1	0	3	0	2	0	0	0	0
Tadh_orphan_2797	1	0	0	0	0	0	0	3	0	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Tadh_TriadG58226	208	20	12	16	14	105	18	310	32	101	6	84	56	229	75	196	7	13	23	6	3	12	2	16	20	8	42	7	16	6	33	7	14
Tadh_TriadG58228	125	18	4	4	5	46	7	123	14	30	6	32	8	82	28	98	2	8	6	2	0	7	2	8	7	4	13	2	6	3	8	0	5
Tadh_TriadG58229	42	3	2	2	2	14	2	54	8	13	1	15	7	33	10	29	4	2	1	0	6	0	3	0	4	0	4	1	2	1	4	0	2
Tadh_orphan_2798	33	7	0	4	4	9	3	58	7	6	0	6	11	41	4	16	4	2	2	0	0	1	3	0	3	4	5	3	0	0	2	0	8
Tadh_TriadG58231	42	2	5	3	4	11	1	45	2	19	0	10	8	33	12	28	2	1	0	2	0	1	1	2	2	2	3	0	3	2	3	2	2
Tadh_TriadG5392	7	3	0	0	0	7	9	22	12	1	0	12	3	30	6	21	0	0	1	1	0	2	0	6	1	0	1	0	0	0	1	0	0
Tadh_TriadG64092	737	86	46	29	54	345	41	986	80	316	22	187	118	683	223	731	40	48	55	12	5	35	15	49	64	22	100	23	38	17	61	18	37
Tadh_TriadG58236	25	1	2	0	4	15	0	37	4	27	3	21	9	35	11	35	0	4	3	1	2	5	0	0	4	5	2	4	0	0	2	1	3
Tadh_orphan_2799	1	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG50520	49	6	1	2	4	16	2	39	5	12	2	12	10	39	19	45	1	5	6	1	0	1	0	1	2	3	4	0	6	4	5	1	1
Tadh_TriadG58238	30	3	1	1	2	19	2	32	9	11	0	14	5	34	11	29	1	3	2	4	1	0	0	3	0	2	7	0	1	2	3	2	1
Tadh_TriadG58240	70	4	3	2	3	29	3	94	11	23	1	20	12	57	19	64	2	4	3	3	0	3	1	6	2	1	7	4	4	3	6	4	2
Tadh_orphan_2800	0	0	0	0	0	0	0	7	0	0	0	4	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Tadh_orphan_2801	16	0	0	0	1	3	0	27	1	2	0	3	5	13	3	8	0	0	4	1	0	0	0	2	1	0	0	0	2	0	3	0	0
Tadh_TriadG58244	63	3	1	5	3	21	5	86	10	15	3	28	18	52	22	68	1	5	4	0	4	7	0	3	2	3	11	4	4	4	10	1	3
Tadh_TriadG64094	10	1	0	0	2	6	1	6	0	1	0	2	3	3	2	9	0	1	1	0	0	0	0	1	0	0	2	0	1	0	0	0	0
Tadh_orphan_2802	13	3	0	1	4	9	3	25	2	2	0	9	1	9	9	16	0	3	1	0	0	1	3	1	4	3	3	0	1	1	3	0	0
Tadh_TriadG58250	214	16	14	8	30	88	21	296	27	103	1	82	48	237	73	176	14	17	6	5	6	6	6	9	23	18	38	7	19	8	31	1	13
Tadh_orphan_2803	20	3	0	2	0	6	2	19	2	9	0	7	7	27	6	9	1	3	1	2	0	0	2	1	1	3	0	0	2	1	0	1	1
Tadh_TriadG58251	26	2	0	0	0	10	0	21	1	13	0	10	7	34	7	20	0	7	0	0	2	0	0	2	1	1	2	0	5	1	3	0	0
Tadh_orphan_2804	9	2	0	0	2	4	1	10	0	9	0	6	4	10	2	6	2	0	0	1	2	0	1	0	0	0	3	0	1	0	1	0	0
Tadh_TriadG58255	20	1	0	0	2	9	2	24	1	12	2	4	5	29	7	25	0	2	2	1	0	1	1	1	0	4	5	0	3	0	3	2	0
Tadh_TriadG58256	13	1	0	0	0	3	1	21	5	0	0	4	4	8	1	10	2	2	1	0	0	1	0	2	0	0	3	0	0	0	5	0	0
Tadh_orphan_2805	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_2806	37	3	1	1	2	14	1	32	5	11	2	24	9	27	4	36	2	3	4	1	0	2	2	2	2	0	2	0	2	0	4	3	6
Tadh_TriadG58259	156	15	10	7	13	55	10	245	22	76	8	65	33	145	35	147	7	13	10	5	1	7	4	14	16	3	16	3	8	4	16	4	6
Tadh_TriadG58260	100	16	8	0	7	36	2	103	14	38	4	28	13	76	32	93	4	6	3	0	0	4	1	2	10	4	7	2	5	3	12	2	6
Tadh_TriadG37961	5991	416	351	473	607	2032	361	8889	946	2700	114	1743	1279	5697	1887	6477	319	449	299	237	39	154	149	373	745	161	684	135	258	147	782	170	174
Tadh_TriadG58263	72	7	3	2	8	34	6	87	7	20	3	29	12	74	30	67	6	6	4	4	0	3	2	4	7	0	11	8	7	2	5	2	1
Tadh_TriadG27419	79	7	4	2	3	22	6	92	6	33	2	13	11	63	26	60	1	2	2	0	0	5	1	6	6	1	5	0	3	1	4	1	0
Tadh_TriadG50528	87	6	4	2	6	32	2	105	6	29	2	31	18	70	14	78	6	9	2	3	2	2	1	7	10	5	9	3	8	1	8	3	3
Tadh_TriadG58273	138	13	9	14	7	43	7	186	15	55	4	50	41	143	44	142	11	10	9	4	3	8	3	9	7	8	13	8	8	4	27	1	4
Tadh_TriadG58275	44	1	0	6	4	17	2	63	5	20	1	12	12	47	10	47	2	5	2	4	2	2	2	5	5	0	6	3	5	0	9	1	4
Tadh_wf_g7158	12	0	0	0	0	2	0	9	0	2	0	2	0	7	2	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Tadh_TriadG50530	279	23	14	9	16	91	14	326	28	108	11	61	38	233	84	260	20	9	14	4	3	6	6	14	25	6	28	13	16	12	36	4	8
Tadh_TriadG27475	945	87	59	37	71	346	64	1277	91	391	25	291	182	932	298	913	48	58	62	21	16	45	29	68	69	32	107	24	64	32	105	22	46
Tadh_TriadG27810	79	13	7	3	5	29	4	88	9	30	1	26	26	90	18	74	10	8	8	1	0	1	5	9	7	4	9	1	2	0	8	4	2
Tadh_TriadG28000	157	11	12	6	15	72	9	203	18	53	2	47	22	162	46	157	9	6	7	3	0	8	1	9	11	6	17	9	13	6	18	7	4
Tadh_TriadG58287	15	2	0	0	4	3	3	22	1	10	1	5	3	19	4	19	0	0	2	0	0	1	0	0	2	0	1	1	1	0	1	0	1
Tadh_wf_g7169	257	27	19	9	19	91	30	335	26	95	11	89	60	280	60	239	19	25	11	6	7	12	9	22	29	11	33	8	10	11	32	7	16
Tadh_TriadG58289	210	19	9	13	18	69	20	291	27	80	12	76	52	227	70	219	9	27	13	7	4	10	2	15	7	12	28	6	15	10	25	6	7
Tadh_TriadG28090	453	51	24	17	32	159	26	598	53	173	13	131	95	400	135	413	29	24	19	11	5	22	16	36	39	20	54	20	28	9	44	12	19
Tadh_orphan_2807	4	0	0	0	0	2	0	6	3	2	0	0	4	17	4	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
Tadh_orphan_2808	4	1	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG58294	95	8	4	2	4	40	4	104	15	31	3	31	21	99	22	93	6	11	3	6	1	3	2	4	13	2	10	8	12	5	12	3	2
Tadh_TriadG27469	70	4	2	2	5	35	2	93	2	25	0	18	5	67	18	54	3	2	6	2	1	4	3	4	4	3	2	0	1	1	9	1	4
Tadh_TriadG27346	346	26	26	13	25	132	16	449	39	139	10	86	59	393	107	358	23	18	28	12	3	15	7	23	22	8	33	13	16	11	40	5	12
Tadh_TriadG58298	30	3	3	2	4	9	1	48	8	16	1	18	17	44	8	32	4	3	1	3	1	3	2	4	4	0	6	1	3	1	7	2	1
Tadh_TriadG50536	50	6	3	1	2	25	0	72	5	27	1	15	11	55	18	62	4	5	8	0	2	5	1	6	6	2	10	1	4	3	5	1	1
Tadh_TriadG58301	73	5	3	3	7	24	6	50	2	20	0	17	12	40	18	52	1	3	0	0	1	1	1	2	6	2	8	0	2	0	2	1	3
Tadh_TriadG50537	60	4	1	5	5	30	6	71	7	26	2	24	17	63	19	44	1	4	3	5	2	2	3	4	7	3	5	4	4	1	6	0	6
Tadh_TriadG58306	2	1	0	0	0	4	0	5	0	1	0	0	1	2	2	6	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
Tadh_TriadG58308	27	2	3	1	4	17	1	38	8	15	1	9	7	37	13	37	2	2	2	0	0	0	0	4	4	1	3	1	1	0	4	0	2
Tadh_TriadG27764	166	8	9	12	18	73	7	198	32	53	3	51	30	143	52	138	7	13	17	5	2	4	2	9	15	2	35	4	10	4	13	5	5
Tadh_orphan_2809	7	0	1	1	0	5	0	15	2	4	0	1	2	10	3	9	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0
Tadh_TriadG27663	218	17	10	8	15	75	6	264	14	102	4	71	41	204	61	242	12	17	14	4	6	6	3	12	16	7	27	12	10	2	18	5	18
Tadh_TriadG58319	36	7	1	0	1	12	3	50	1	10	1	16	4	31	11	36	2	4	6	1	0	0	2	2	0	0	8	5	2	4	5	0	2
