metacell	cell_type	broad_cell_type	color
2287	adult_peripheral_nervous_system	neuron	royalblue1
2288	adult_peripheral_nervous_system	neuron	royalblue1
2289	adult_peripheral_nervous_system	neuron	royalblue1
2290	adult_peripheral_nervous_system	neuron	royalblue1
2291	adult_peripheral_nervous_system	neuron	royalblue1
2292	adult_peripheral_nervous_system	neuron	royalblue1
2293	adult_peripheral_nervous_system	neuron	royalblue1
2294	adult_peripheral_nervous_system	neuron	royalblue1
2295	adult_peripheral_nervous_system	neuron	royalblue1
2296	adult_peripheral_nervous_system	neuron	royalblue1
2297	adult_peripheral_nervous_system	neuron	royalblue1
2298	adult_peripheral_nervous_system	neuron	royalblue1
2299	adult_peripheral_nervous_system	neuron	royalblue1
2300	adult_peripheral_nervous_system	neuron	royalblue1
2301	adult_peripheral_nervous_system	neuron	royalblue1
2302	adult_peripheral_nervous_system	neuron	royalblue1
2303	adult_peripheral_nervous_system	neuron	royalblue1
2304	adult_peripheral_nervous_system	neuron	royalblue1
2305	adult_peripheral_nervous_system	neuron	royalblue1
2306	adult_peripheral_nervous_system	neuron	royalblue1
2307	adult_peripheral_nervous_system	neuron	royalblue1
2308	adult_peripheral_nervous_system	neuron	royalblue1
2309	adult_peripheral_nervous_system	neuron	royalblue1
2310	adult_peripheral_nervous_system	neuron	royalblue1
2311	adult_peripheral_nervous_system	neuron	royalblue1
2312	ovary_cell	Oenocyte	#D21D52
2313	ovary_cell	neuron_other_cells	#D21D52
2314	ovary_cell	neuron_other_cells	#D21D52
2315	ovary_cell	Female_Reproductive_System	#D21D52
2316	ovary_cell	neuron_other_cells	#D21D52
2317	ovary_cell	Oenocyte	#D21D52
2318	ovary_cell	Female_Reproductive_System	#D21D52
2319	male_accessory_gland_secondary_cell	Gland	#D71F4E
2320	photoreceptor_cell_R8	neuron	#DC214A
2321	photoreceptor_cell_R8	neuron	#DC214A
2322	photoreceptor_cell_R8	neuron	#DC214A
2323	photoreceptor_cell_R8	neuron	#DC214A
2324	photoreceptor_cell_R8	neuron	#DC214A
2325	photoreceptor_cell_R8	neuron	#DC214A
2326	photoreceptor_cell_R8	neuron	#DC214A
2327	photoreceptor_cell_R8	neuron	#DC214A
2328	photoreceptor_cell_R8	neuron	#DC214A
2329	photoreceptor_cell_R8	neuron	#DC214A
2330	photoreceptor_cell_R8	neuron	#DC214A
2331	photoreceptor_cell_R8	neuron	#DC214A
2332	photoreceptor_cell_R8	neuron	#DC214A
2333	photoreceptor_cell_R8	neuron	#DC214A
2334	photoreceptor_cell_R8	neuron	#DC214A
2335	photoreceptor_cell_R8	neuron	#DC214A
2336	photoreceptor_cell_R8	neuron	#DC214A
2337	outer_photoreceptor_cell	neuron	#E12346
2338	outer_photoreceptor_cell	neuron	#E12346
2339	outer_photoreceptor_cell	neuron	#E12346
2340	outer_photoreceptor_cell	neuron	#E12346
2341	outer_photoreceptor_cell	neuron	#E12346
2342	outer_photoreceptor_cell	neuron	#E12346
2343	outer_photoreceptor_cell	neuron	#E12346
2344	outer_photoreceptor_cell	neuron	#E12346
2345	outer_photoreceptor_cell	neuron	#E12346
2346	outer_photoreceptor_cell	neuron	#E12346
2347	outer_photoreceptor_cell	neuron	#E12346
2348	outer_photoreceptor_cell	neuron	#E12346
2349	outer_photoreceptor_cell	neuron	#E12346
2350	outer_photoreceptor_cell	neuron	#E12346
2351	outer_photoreceptor_cell	neuron	#E12346
2352	outer_photoreceptor_cell	neuron	#E12346
2353	outer_photoreceptor_cell	neuron	#E12346
2354	outer_photoreceptor_cell	neuron	#E12346
2355	outer_photoreceptor_cell	neuron	#E12346
2356	outer_photoreceptor_cell	neuron	#E12346
2357	outer_photoreceptor_cell	neuron	#E12346
2358	outer_photoreceptor_cell	neuron	#E12346
2359	outer_photoreceptor_cell	neuron	#E12346
2360	outer_photoreceptor_cell	neuron	#E12346
2361	outer_photoreceptor_cell	neuron	#E12346
2362	outer_photoreceptor_cell	neuron	#E12346
2363	outer_photoreceptor_cell	neuron	#E12346
2364	outer_photoreceptor_cell	neuron	#E12346
2365	outer_photoreceptor_cell	neuron	#E12346
2366	outer_photoreceptor_cell	neuron	#E12346
2367	outer_photoreceptor_cell	neuron	#E12346
2368	outer_photoreceptor_cell	neuron	#E12346
2369	outer_photoreceptor_cell	neuron	#E12346
2370	outer_photoreceptor_cell	neuron	#E12346
2371	outer_photoreceptor_cell	neuron	#E12346
2372	outer_photoreceptor_cell	neuron	#E12346
2373	outer_photoreceptor_cell	neuron	#E12346
2374	outer_photoreceptor_cell	neuron	#E12346
2375	outer_photoreceptor_cell	neuron	#E12346
2376	outer_photoreceptor_cell	neuron	#E12346
2377	outer_photoreceptor_cell	neuron	#E12346
2378	outer_photoreceptor_cell	neuron	#E12346
2379	outer_photoreceptor_cell	neuron	#E12346
2380	outer_photoreceptor_cell	neuron	#E12346
2381	outer_photoreceptor_cell	neuron	#E12346
2382	outer_photoreceptor_cell	neuron	#E12346
2383	outer_photoreceptor_cell	neuron	#E12346
2384	outer_photoreceptor_cell	neuron	#E12346
2385	outer_photoreceptor_cell	neuron	#E12346
2386	outer_photoreceptor_cell	neuron	#E12346
2387	outer_photoreceptor_cell	neuron	#E12346
2388	outer_photoreceptor_cell	neuron	#E12346
2389	outer_photoreceptor_cell	neuron	#E12346
2390	outer_photoreceptor_cell	neuron	#E12346
2391	outer_photoreceptor_cell	neuron	#E12346
2392	outer_photoreceptor_cell	neuron	#E12346
2393	outer_photoreceptor_cell	neuron	#E12346
2394	outer_photoreceptor_cell	neuron	#E12346
2395	outer_photoreceptor_cell	neuron	#E12346
2396	outer_photoreceptor_cell	neuron	#E12346
2397	outer_photoreceptor_cell	neuron	#E12346
2398	outer_photoreceptor_cell	neuron	#E12346
2399	outer_photoreceptor_cell	neuron	#E12346
2400	outer_photoreceptor_cell	neuron	#E12346
2401	outer_photoreceptor_cell	neuron	#E12346
2402	outer_photoreceptor_cell	neuron	#E12346
2403	outer_photoreceptor_cell	neuron	#E12346
2404	photoreceptor	neuron	#E62642
2405	photoreceptor	neuron	#E62642
2406	photoreceptor	neuron	#E62642
2407	photoreceptor	neuron	#E62642
2408	photoreceptor_cell_R7	neuron	#EC283E
2409	photoreceptor_cell_R7	neuron	#EC283E
2410	photoreceptor_cell_R7	neuron	#EC283E
2411	photoreceptor_cell_R7	neuron	#EC283E
2412	photoreceptor_cell_R7	neuron	#EC283E
2413	adult_salivary_gland	Gland	#F12A3A
2414	adult_salivary_gland	Gland	#F12A3A
2415	adult_salivary_gland	Gland	#F12A3A
2416	adult_salivary_gland	Gland	#F12A3A
2417	adult_salivary_gland	Gland	#F12A3A
2418	adult_salivary_gland	Gland	#F12A3A
2419	adult_salivary_gland	Gland	#F12A3A
2420	adult_salivary_gland	Gland	#F12A3A
2421	adult_salivary_gland	Gland	#F12A3A
2422	adult_salivary_gland	Gland	#F12A3A
2423	adult_salivary_gland	Gland	#F12A3A
2424	T_neuron_T3	neuron	royalblue1
2425	T_neuron_T3	neuron	royalblue1
2426	T_neuron_T3	neuron	royalblue1
2427	T_neuron_T3	neuron	royalblue1
2428	T_neuron_T3	neuron	royalblue1
2429	T_neuron_T3	neuron	royalblue1
2430	T_neuron_T2	neuron	royalblue1
2431	T_neuron_T2	neuron	royalblue1
2432	T_neuron_T2	neuron	royalblue1
2433	T_neuron_T2	neuron	royalblue1
2434	T_neuron_T2	neuron	royalblue1
2435	T_neuron_T2	neuron	royalblue1
2436	lamina_intrinsic_amacrine_neuron_Lai	neuron	royalblue1
2437	lamina_intrinsic_amacrine_neuron_Lai	neuron	royalblue1
2438	lamina_intrinsic_amacrine_neuron_Lai	neuron	royalblue1
2439	lamina_intrinsic_amacrine_neuron_Lai	neuron	royalblue1
2440	transmedullary_neuron_Tm29	neuron	royalblue1
2441	lamina_monopolar_neuron_L1	neuron	royalblue1
2442	lamina_monopolar_neuron_L1	neuron	royalblue1
2443	lamina_monopolar_neuron_L1	neuron	royalblue1
2444	lamina_monopolar_neuron_L1	neuron	royalblue1
2445	lamina_monopolar_neuron_L1	neuron	royalblue1
2446	lamina_monopolar_neuron_L1	neuron	royalblue1
2447	lamina_monopolar_neuron_L1	neuron	royalblue1
2448	lamina_monopolar_neuron_L1	neuron	royalblue1
2449	columnar_neuron_T1	neuron	royalblue1
2450	columnar_neuron_T1	neuron	royalblue1
2451	columnar_neuron_T1	neuron	royalblue1
2452	columnar_neuron_T1	neuron	royalblue1
2453	columnar_neuron_T1	neuron	royalblue1
2454	columnar_neuron_T1	neuron	royalblue1
2455	columnar_neuron_T1	neuron	royalblue1
2456	columnar_neuron_T1	neuron	royalblue1
2457	columnar_neuron_T1	neuron	royalblue1
2458	columnar_neuron_T1	neuron	royalblue1
2459	columnar_neuron_T1	neuron	royalblue1
2460	columnar_neuron_T1	neuron	royalblue1
2461	distal_medullary_amacrine_neuron_Dm9	neuron	royalblue1
2462	distal_medullary_amacrine_neuron_Dm9	neuron	royalblue1
2463	distal_medullary_amacrine_neuron_Dm9	neuron	royalblue1
2464	lamina_monopolar_neuron_L5	neuron	royalblue1
2465	lamina_monopolar_neuron_L5	neuron	royalblue1
2466	lamina_monopolar_neuron_L5	neuron	royalblue1
2467	lamina_monopolar_neuron_L5	neuron	royalblue1
2468	lamina_monopolar_neuron_L5	neuron	royalblue1
2469	Johnston_organ_neuron	neuron	royalblue1
2470	Johnston_organ_neuron	neuron	royalblue1
2471	Johnston_organ_neuron	neuron	royalblue1
2472	Johnston_organ_neuron	neuron	royalblue1
2473	Johnston_organ_neuron	neuron	royalblue1
2474	Johnston_organ_neuron	neuron	royalblue1
2475	Johnston_organ_neuron	neuron	royalblue1
2476	Johnston_organ_neuron	neuron	royalblue1
2477	Johnston_organ_neuron	neuron	royalblue1
2478	Johnston_organ_neuron	neuron	royalblue1
2479	Johnston_organ_neuron	neuron	royalblue1
2480	Johnston_organ_neuron	neuron	royalblue1
2481	Johnston_organ_neuron	neuron	royalblue1
2482	Johnston_organ_neuron	neuron	royalblue1
2483	Johnston_organ_neuron	neuron	royalblue1
2484	Johnston_organ_neuron	neuron	royalblue1
2485	Johnston_organ_neuron	neuron	royalblue1
2486	Johnston_organ_neuron	neuron	royalblue1
2487	Johnston_organ_neuron	neuron	royalblue1
2488	Johnston_organ_neuron	neuron	royalblue1
2489	Johnston_organ_neuron	neuron	royalblue1
2490	Johnston_organ_neuron	neuron	royalblue1
2491	Johnston_organ_neuron	neuron	royalblue1
2492	Johnston_organ_neuron	neuron	royalblue1
2493	Johnston_organ_neuron	neuron	royalblue1
2494	Johnston_organ_neuron	neuron	royalblue1
2495	Johnston_organ_neuron	neuron	royalblue1
2496	Johnston_organ_neuron	neuron	royalblue1
2497	Johnston_organ_neuron	neuron	royalblue1
2498	Johnston_organ_neuron	neuron	royalblue1
2499	Johnston_organ_neuron	neuron	royalblue1
2500	Johnston_organ_neuron	neuron	royalblue1
2501	Johnston_organ_neuron	neuron	royalblue1
2502	Johnston_organ_neuron	neuron	royalblue1
2503	Johnston_organ_neuron	neuron	royalblue1
2504	Johnston_organ_neuron	neuron	royalblue1
2505	Johnston_organ_neuron	neuron	royalblue1
2506	Johnston_organ_neuron	neuron	royalblue1
2507	Johnston_organ_neuron	neuron	royalblue1
2508	Johnston_organ_neuron	neuron	royalblue1
2509	Johnston_organ_neuron	neuron	royalblue1
2510	Johnston_organ_neuron	neuron	royalblue1
2511	Johnston_organ_neuron	neuron	royalblue1
2512	Johnston_organ_neuron	neuron	royalblue1
2513	Johnston_organ_neuron	neuron	royalblue1
2514	Johnston_organ_neuron	neuron	royalblue1
2515	Johnston_organ_neuron	neuron	royalblue1
2516	Johnston_organ_neuron	neuron	royalblue1
2517	Johnston_organ_neuron	neuron	royalblue1
2518	Johnston_organ_neuron	neuron	royalblue1
2519	Johnston_organ_neuron	neuron	royalblue1
2520	Johnston_organ_neuron	neuron	royalblue1
2521	Johnston_organ_neuron	neuron	royalblue1
2522	Johnston_organ_neuron	neuron	royalblue1
2523	Johnston_organ_neuron	neuron	royalblue1
2524	gustatory_receptor_neuron	neuron	royalblue1
2525	gustatory_receptor_neuron	neuron	royalblue1
2526	gustatory_receptor_neuron	neuron	royalblue1
2527	gustatory_receptor_neuron	neuron	royalblue1
2528	gustatory_receptor_neuron	neuron	royalblue1
2529	gustatory_receptor_neuron	neuron	royalblue1
2530	gustatory_receptor_neuron	neuron	royalblue1
2531	gustatory_receptor_neuron	neuron	royalblue1
2532	gustatory_receptor_neuron	neuron	royalblue1
2533	gustatory_receptor_neuron	neuron	royalblue1
2534	sensory_neuron	neuron	royalblue1
2535	leg_taste_bristle_chemosensory_neuron	neuron	royalblue1
2536	leg_taste_bristle_chemosensory_neuron	neuron	royalblue1
2537	leg_taste_bristle_chemosensory_neuron	neuron	royalblue1
2538	leg_taste_bristle_chemosensory_neuron	neuron	royalblue1
2539	leg_taste_bristle_chemosensory_neuron	neuron	royalblue1
2540	leg_taste_bristle_chemosensory_neuron	neuron	royalblue1
2541	pheromone-sensing_neuron	neuron	royalblue1
2542	pheromone-sensing_neuron	neuron	royalblue1
2543	pheromone-sensing_neuron	neuron	royalblue1
2544	pheromone-sensing_neuron	neuron	royalblue1
2545	pheromone-sensing_neuron	neuron	royalblue1
2546	pheromone-sensing_neuron	neuron	royalblue1
2547	pheromone-sensing_neuron	neuron	royalblue1
2548	pheromone-sensing_neuron	neuron	royalblue1
2549	pheromone-sensing_neuron	Epithelial_Cell	#FF651A
2550	pheromone-sensing_neuron	Epithelial_Cell	#FF651A
2551	pheromone-sensing_neuron	neuron	royalblue1
2552	gustatory_receptor_neuron_of_the_labellum	neuron	royalblue1
2553	gustatory_receptor_neuron_of_the_labellum	neuron	royalblue1
2554	gustatory_receptor_neuron_of_the_labellum	neuron	royalblue1
2555	gustatory_receptor_neuron_of_the_labellum	neuron	royalblue1
2556	gustatory_receptor_neuron_of_the_labellum	neuron	royalblue1
2557	auditory_sensory_neuron	neuron	royalblue1
2558	auditory_sensory_neuron	neuron	royalblue1
2559	auditory_sensory_neuron	neuron	royalblue1
2560	auditory_sensory_neuron	neuron	royalblue1
2561	auditory_sensory_neuron	neuron	royalblue1
2562	scolopidial_neuron	neuron	royalblue1
2563	scolopidial_neuron	neuron	royalblue1
2564	scolopidial_neuron	neuron	royalblue1
2565	scolopidial_neuron	neuron	royalblue1
2566	scolopidial_neuron	neuron	royalblue1
2567	scolopidial_neuron	neuron	royalblue1
2568	scolopidial_neuron	neuron	royalblue1
2569	scolopidial_neuron	neuron	royalblue1
2570	scolopidial_neuron	neuron	royalblue1
2571	mechanosensory_neuron_of_haltere	neuron	royalblue1
2572	mechanosensory_neuron_of_haltere	neuron	royalblue1
2573	mechanosensory_neuron_of_haltere	neuron	royalblue1
2574	mechanosensory_neuron_of_haltere	neuron	royalblue1
2575	mechanosensory_neuron_of_haltere	neuron	royalblue1
2576	mechanosensory_neuron_of_haltere	neuron	royalblue1
2577	mechanosensory_neuron_of_haltere	neuron	royalblue1
2578	mechanosensory_neuron_of_haltere	neuron	royalblue1
2579	mechanosensory_neuron_of_haltere	neuron	royalblue1
2580	mechanosensory_neuron_of_haltere	neuron	royalblue1
2581	mechanosensory_neuron	neuron	royalblue1
2582	mechanosensory_neuron	neuron	royalblue1
2583	mechanosensory_neuron	neuron	royalblue1
2584	mechanosensory_neuron	neuron	royalblue1
2585	mechanosensory_neuron	neuron	royalblue1
2586	mechanosensory_neuron	neuron	royalblue1
2587	mechanosensory_neuron	neuron	royalblue1
2588	mechanosensory_neuron	neuron	royalblue1
2589	mechanosensory_neuron	neuron	royalblue1
2590	mechanosensory_neuron	neuron	royalblue1
2591	mechanosensory_neuron	neuron	royalblue1
2592	mechanosensory_neuron	neuron	royalblue1
2593	mechanosensory_neuron	neuron	royalblue1
2594	mechanosensory_neuron	neuron	royalblue1
2595	mechanosensory_neuron	neuron	royalblue1
2596	mechanosensory_neuron	neuron	royalblue1
2597	mechanosensory_neuron	neuron	royalblue1
2598	mechanosensory_neuron	neuron	royalblue1
2599	mechanosensory_neuron	neuron	royalblue1
2600	mechanosensory_neuron	neuron	royalblue1
2601	mechanosensory_neuron	neuron	royalblue1
2602	mechanosensory_neuron	neuron	royalblue1
2603	mechanosensory_neuron	neuron	royalblue1
2604	mechanosensory_neuron	neuron	royalblue1
2605	mechanosensory_neuron	neuron	royalblue1
2606	mechanosensory_neuron	neuron	royalblue1
2607	mechanosensory_neuron	neuron	royalblue1
2608	mechanosensory_neuron	neuron	royalblue1
2609	mechanosensory_neuron	neuron	royalblue1
2610	mechanosensory_neuron	neuron	royalblue1
2611	mechanosensory_neuron	neuron	royalblue1
2612	mechanosensory_neuron	neuron	royalblue1
2613	neuron_of_haltere	neuron	royalblue1
2614	labral_sense_organ_mechanosensory_neuron	neuron	royalblue1
2615	labral_sense_organ_mechanosensory_neuron	neuron	royalblue1
2616	labral_sense_organ_mechanosensory_neuron	neuron	royalblue1
2617	labral_sense_organ_mechanosensory_neuron	neuron	royalblue1
2618	labral_sense_organ_mechanosensory_neuron	neuron	royalblue1
2619	labral_sense_organ_mechanosensory_neuron	neuron	royalblue1
2620	adult_peripheral_neuron_of_the_heart	neuron	royalblue1
2621	adult_peripheral_neuron_of_the_heart	neuron	royalblue1
2622	adult_peripheral_neuron_of_the_heart	Hemocyte	#FF8E09
2623	olfactory_receptor_neuron	neuron	royalblue1
2624	olfactory_receptor_neuron	neuron	royalblue1
2625	olfactory_receptor_neuron	neuron	royalblue1
2626	olfactory_receptor_neuron	neuron	royalblue1
2627	olfactory_receptor_neuron	neuron	royalblue1
2628	olfactory_receptor_neuron	neuron	royalblue1
2629	olfactory_receptor_neuron	neuron	royalblue1
2630	olfactory_receptor_neuron	neuron	royalblue1
2631	olfactory_receptor_neuron	neuron	royalblue1
2632	olfactory_receptor_neuron	neuron	royalblue1
2633	olfactory_receptor_neuron	neuron	royalblue1
2634	olfactory_receptor_neuron	neuron	royalblue1
2635	olfactory_receptor_neuron	neuron	royalblue1
2636	olfactory_receptor_neuron	neuron	royalblue1
2637	olfactory_receptor_neuron	neuron	royalblue1
2638	adult_olfactory_receptor_neuron_Gr21a_63a	neuron	royalblue1
2639	adult_olfactory_receptor_neuron_Gr21a_63a	neuron	royalblue1
2640	adult_olfactory_receptor_neuron_Gr21a_63a	neuron	royalblue1
2641	adult_olfactory_receptor_neuron_Gr21a_63a	neuron	royalblue1
2642	adult_olfactory_receptor_neuron_Or22a_Or42b_Or59b	neuron	royalblue1
2643	adult_olfactory_receptor_neuron_Or22a_Or42b_Or59b	neuron	royalblue1
2644	adult_olfactory_receptor_neuron_Or22a_Or42b_Or59b	neuron	royalblue1
2645	adult_olfactory_receptor_neuron_Or22a_Or42b_Or59b	neuron	royalblue1
2646	adult_olfactory_receptor_neuron_Or22a_Or42b_Or59b	neuron	royalblue1
2647	adult_olfactory_receptor_neuron_Or22a_Or42b_Or59b	neuron	royalblue1
2648	adult_olfactory_receptor_neuron_Or22a_Or42b_Or59b	neuron	royalblue1
2649	adult_olfactory_receptor_neuron_Or22a_Or42b_Or59b	neuron	royalblue1
2650	adult_olfactory_receptor_neuron_Or22a_Or42b_Or59b	neuron	royalblue1
2651	sacculus_arista_neuron	neuron	royalblue1
2652	sacculus_arista_neuron	neuron	royalblue1
2653	sacculus_arista_neuron	neuron	royalblue1
2654	sacculus_arista_neuron	neuron	royalblue1
2655	sacculus_arista_neuron	neuron	royalblue1
2656	sacculus_arista_neuron	neuron	royalblue1
2657	sacculus_arista_neuron	neuron	royalblue1
2658	adult_olfactory_receptor_neuron_unknown_type_Orco-	neuron	royalblue1
2659	adult_olfactory_receptor_neuron_acid-sensing_Ir75a_b_c_Ir64a	neuron	royalblue1
2660	adult_olfactory_receptor_neuron_acid-sensing_Ir75a_b_c_Ir64a	neuron	royalblue1
2661	adult_olfactory_receptor_neuron_acid-sensing_Ir75a_b_c_Ir64a	neuron	royalblue1
2662	adult_olfactory_receptor_neuron_acid-sensing_Ir75a_b_c_Ir64a	neuron	royalblue1
2663	adult_ventral_nervous_system	neuron	royalblue1
2664	adult_ventral_nervous_system	neuron	royalblue1
2665	adult_ventral_nervous_system	neuron	royalblue1
2666	adult_ventral_nervous_system	neuron	royalblue1
2667	adult_ventral_nervous_system	neuron	royalblue1
2668	adult_ventral_nervous_system	neuron	royalblue1
2669	adult_ventral_nervous_system	neuron	royalblue1
2670	adult_ventral_nervous_system	neuron	royalblue1
2671	adult_ventral_nervous_system	neuron	royalblue1
2672	adult_ventral_nervous_system	neuron	royalblue1
2673	adult_ventral_nervous_system	neuron	royalblue1
2674	adult_ventral_nervous_system	neuron	royalblue1
2675	adult_ventral_nervous_system	neuron	royalblue1
2676	adult_ventral_nervous_system	neuron	royalblue1
2677	adult_ventral_nervous_system	neuron	royalblue1
2678	adult_ventral_nervous_system	neuron	royalblue1
2679	adult_ventral_nervous_system	neuron	royalblue1
2680	adult_ventral_nervous_system	neuron	royalblue1
2681	adult_ventral_nervous_system	neuron	royalblue1
2682	adult_ventral_nervous_system	neuron	royalblue1
2683	adult_ventral_nervous_system	neuron	royalblue1
2684	adult_ventral_nervous_system	neuron	royalblue1
2685	adult_ventral_nervous_system	neuron	royalblue1
2686	adult_ventral_nervous_system	neuron	royalblue1
2687	adult_ventral_nervous_system	neuron	royalblue1
2688	adult_ventral_nervous_system	neuron	royalblue1
2689	adult_ventral_nervous_system	neuron	royalblue1
