Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	TrH2_cell_type	TrH2_color	TrH2_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.412579	9.975912
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.186719	13.302071
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.74056	0.29718173
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.164999	4.06057
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.441695	3.9955928
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.334791	9.244134
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.544529	-0.35833436
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.0001135	10.215365
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.135748	3.7991662
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	10.082008	9.160878
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	10.846685	7.0605755
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.771498	9.400325
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.40524	9.401627
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.323593	8.882876
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	8.608368	10.884633
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.551377	2.2916837
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	-15.522662	2.2116103
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.3454685	13.249375
peptidergic_epsilon	steelblue1	53	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_epsilon	12.635003	21.898232
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.2694454	3.824665
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.034982	10.403073
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_zeta	-8.941484	16.640186
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.448887	-0.86071277
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.379698	-1.0106884
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.785215	2.485795
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.7939982	12.483506
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.123608	9.79491
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.549177	7.297158
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_alpha	24.435604	-0.10893529
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.874151	-0.46232802
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.662909	-0.12640753
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.753841	7.2230372
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	1.474956	-8.769225
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_gamma	21.546999	-5.9687653
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.619287	-0.16053961
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.523607	-0.3555838
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.0887165	2.5745134
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_kappa	-3.5513768	15.988136
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.933264	0.19890907
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.630841	7.2326713
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.36806	7.4531527
trans_lipophil_1_gland	gray75	42	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_gland	16.37224	1.651583
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	5.257831	11.372035
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.144953	8.906428
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.044783	3.2659757
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.466281	13.321341
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.799809	-0.13385442
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_kappa	-3.5836885	16.023994
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.243063	9.179103
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.390566	3.4903276
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.544106	-0.77431613
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.2680798	13.184856
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	13.973128	2.4399517
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.785658	-0.36355394
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.475443	-0.65073246
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.764079	4.0039372
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.222136	4.4868927
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.528894	2.4896352
epithelia_ventral	orchid1	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	6.054038	7.773085
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.103548	4.3871717
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.87311	2.453906
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.246217	2.4207518
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.3546453	12.819924
trans_lipophil_1_epithelia	gray80	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_epithelia	-9.271761	2.9675689
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.521637	14.111196
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.140646	9.006125
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.766075	14.555834
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.288153	-0.7975517
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.876521	14.542738
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.612458	3.491586
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.761463	-0.10110501
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.8394985	4.286295
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.525095	8.716404
trans_fibre_gland	gray55	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_fibre_gland	18.70978	8.823946
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.670436	9.371034
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.904972	-0.31618056
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.1575	-1.8323308
trans_lipophil_1_epithelia	gray80	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_epithelia	-8.311754	2.4974043
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.437637	9.066218
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.647261	7.4090056
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.488749	-0.5101213
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.645103	7.1592374
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.675663	-0.27554038
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.71725	7.0984473
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.3824	9.95058
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.791218	12.556908
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.7116995	9.433256
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.793083	4.5161233
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.224087	3.89602
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	5.937867	7.5738006
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.213102	-0.46804324
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.341234	8.95741
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.954552	4.3558965
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.7950325	2.4428551
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.450916	2.5853508
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	13.782427	2.2649336
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.333106	3.8176491
peptidergic_progenitors	blueviolet	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_progenitors	8.277904	10.99922
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.653383	10.313401
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.770252	14.648537
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	6.095191	7.5380287
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.216328	2.4204788
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.5392	-0.24162655
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.5777574	14.057402
peptidergic_delta	skyblue3	48	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_delta	5.649124	23.267702
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.43209	-0.24552204
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.636969	9.261611
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	8.885528	10.665626
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.027253	3.3851204
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.1	1.9419007	-3.8369641
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.313043	2.3327734
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.5661926	13.027215
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.328805	4.009205
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.13148	9.567398
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.350711	13.201271
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.299146	3.0491085
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.276226	-1.3860278
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.621572	-0.23809937
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.942543	13.005875
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.272728	4.4220347
epithelia_ventral	orchid1	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	6.735126	11.915348
peptidergic_lambda	cyan2	41	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_lambda	16.68162	-12.419659
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.208184	9.781785
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.635195	0.003791064
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.169814	2.4418485
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.549051	11.22032
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.6727166	14.947028
trans_epithelia_dorsal_ventral	gray95	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	4.8268847	14.884396
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.839361	9.446283
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.772127	-0.62799716
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.6034293	14.658003
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.121565	-0.40577608
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.389994	4.35492
peptidergic_delta	skyblue3	48	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_delta	5.6512837	23.262903
epithelia_dorsal	mediumorchid3	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.856875	12.3558855
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.369786	3.2775779
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.5461984	13.403124
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.277416	13.173137
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.945621	-0.12641038
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.4533825	9.58454
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.644163	-0.21562622
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.03718	9.734608
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.896695	8.935806
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.130926	2.4230556
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.1	1.8976393	-3.876428
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	13.7640915	2.232484
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.691164	-0.05561092
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	1.6864054	-8.857727
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.752691	6.999982
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.659334	0.13263582
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.725247	2.9565294
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.617292	-0.5493132
peptidergic_alpha	dodgerblue1	26	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_alpha	24.41692	-0.09933807
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.189167	2.3755243
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.708214	12.955306
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	6.0394497	-0.6648981
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.014327	4.3410597
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.780668	14.889448
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.269221	4.4558287
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.367475	7.5521765
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	1.2866997	-8.732561
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	10.158648	8.083703
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.5998726	14.746707
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	6.5310736	-1.102142
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.457893	4.5052834
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.789549	3.3302217
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	9.639281	7.784422
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.025572	2.7235136
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	17.954924	9.8479805
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	10.171904	8.275411
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-8.058267	4.4072943
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.138276	4.404106
peptidergic_delta	skyblue3	45	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_delta	5.8418508	-11.6154785
trans_epithelia_dorsal_ventral	gray95	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	5.5224924	12.869171
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.122978	-0.8765549
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.696508	14.258411
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.62918	-0.10154701
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-7.4378486	4.354046
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	8.436891	10.825901
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	5.256318	13.259036
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	16.645308	-0.23439823
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.3841715	14.565695
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-9.024497	3.217581
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.477521	7.4768686
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.072939	7.6765056
epithelia_ventral	orchid1	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	10.375909	7.8340354
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	18.36475	9.308242
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	17.75703	-0.27235526
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	10.704616	7.3506675
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	6.056356	-0.6824935
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	10.158659	8.200793
trans_fibre_gland	gray55	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_fibre_gland	18.3302	8.808722
