Tadh_cell_type	Tadh_color	Tadh_leiden_clusters	HoiH23_cell_type	HoiH23_color	HoiH23_leiden_clusters	batch	species	cell_type;cell_type_mapping_scores	X_umap1	X_umap2
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.4719005	6.260382
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.0850215	-6.1418147
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.006748623	15.154753
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.238302	5.753056
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_kappa	-3.2063475	-14.83539
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.379208	-6.6618567
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.648088	-4.7095003
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-0.9012394	15.826216
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.826132	-5.7555885
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.16743396	15.604926
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	15.184797	12.923298
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.548673	-4.5000515
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-0.26143906	15.333048
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.2644715	2.876347
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.4559555	-4.7167735
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.37647405	15.357184
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.508217	-4.9903107
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-1.0441383	16.069984
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	15.627269	13.646917
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	15.253487	13.015032
epithelia_ventral	orchid1	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.2911925	0.98560756
peptidergic_eta	royalblue1	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_eta	16.421202	-4.7629304
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-0.063576706	15.327021
epithelia_ventral	orchid1	16	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	6.718659	3.2128854
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.12228811	16.048992
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	5.17821	2.1549952
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	14.883211	12.0761795
epithelia_gland_like	orange	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	5.622541	0.32232827
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	4.8422	5.7053065
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.3951254	-5.719494
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.594803	6.1886888
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.029843	15.138912
trans_lipophil_1_epithelia	gray80	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_epithelia	1.1993872	15.087574
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	16.131582	13.961919
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.612236	2.6578922
epithelia_gland_like	orange	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	6.4808955	-4.3133006
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	0.33393145	5.044304
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	15.546258	13.598454
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.13201317	15.407134
epithelia_dorsal	mediumorchid3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	4.520324	5.360815
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.3027053	1.2654065
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-1.8038584	6.0537467
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	4.89896	-5.3422627
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.2422191	14.995366
trans_lipophil_1_epithelia	gray80	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_epithelia	-0.43941295	15.281703
peptidergic_beta	dodgerblue3	44	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_beta	-1.5168371	-11.66989
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	3.844	3.2461545
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.9974675	15.557581
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.536248	-4.4684796
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.541435	0.86070955
epithelia_unknown_2	plum3	4	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	6.2850046	6.0807433
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	5.2116423	-0.8101263
trans_epithelia_dorsal_ventral	gray95	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	3.90972	3.1775408
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.7754931	6.370873
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.301936	6.29214
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.687063	6.323014
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.3811483	-5.5349917
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.620968	-4.963784
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.445928	-0.9370776
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	15.410437	13.477713
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	4.637603	-5.270931
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	6.8873553	1.1570297
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.741472	6.1118655
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-1.883813	6.1397357
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	15.59067	13.518901
peptidergic_lambda	cyan2	41	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_lambda	17.72024	7.592432
epithelia_ventral	orchid1	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.6214895	-0.19357947
peptidergic_iota	deepskyblue1	22	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_iota	21.82976	0.05912607
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.1524184	5.636673
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.260531	-5.825534
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.689126	15.466809
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.0585582	5.8639946
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-1.0341206	5.675419
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.1	8.42762	-2.2854552
epithelia_ventral	orchid1	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.259169	-0.7155509
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.206498	1.563308
peptidergic_progenitors	blueviolet	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_progenitors	16.386312	-4.7834926
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-0.5435214	15.40244
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-0.19660777	5.651648
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.158346	5.9588675
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-1.8227624	6.2602663
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.231768	2.053315
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.318907	1.7297615
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.6781774	3.1685822
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.355107	2.468048
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.801255	-5.7619443
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.771623	-6.3679805
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	6.888636	-2.459784
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.2723091	15.187084
peptidergic_zeta	steelblue3	30	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_zeta	22.163454	8.464226
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.0965505	14.973319
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.971399	1.378841
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	4.0400977	-6.07499
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	15.446856	13.437132
trans_fibre_gland	gray55	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_fibre_gland	15.377824	13.217895
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	5.6550856	-1.0373033
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.6763616	-5.093316
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.6849035	15.169802
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.2930897	15.023118
epithelia_dorsal	mediumorchid3	9	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-1.4144043	5.4920506
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	15.202374	13.092249
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.3346434	-5.496468
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.103955895	15.511961
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-1.1152338	16.234446
gland_1	darkorange3	3	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	3.9683428	-6.8362904
peptidergic_gamma	skyblue1	35	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_gamma	6.7514524	20.6083
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.3051599	15.114347
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.9856124	2.5783317
peptidergic_progenitors	blueviolet	23	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_progenitors	17.386177	-4.4748216
epithelia_ventral	orchid1	20	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.6538825	2.0993621
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.1	8.4073515	-2.2963598
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.0204068	15.10509
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_kappa	-3.3737497	-14.322891
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.7929697	-6.8056574
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.0347261	15.12367
peptidergic_lambda	cyan2	51	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_lambda	8.162711	22.081516
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.1366067	0.7408281
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.1757995	15.037593
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.1465545	6.1550817
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.02554	-5.576262
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.1215925	-6.7750363
trans_gland_epithelia	gray45	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_gland_epithelia	6.487307	-6.3919125
epithelia_unknown_2	plum3	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_2	5.6687803	-1.0085264
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.2628617	-6.6503677
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	5.626708	-0.1711946
epithelia_ventral	orchid1	29	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.629526	0.30953622
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	15.205472	12.9432125
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.1415992	6.082985
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.065597	5.814804
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	5.3572	1.9671185
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-0.77841806	15.766807
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.472941	5.9218693
peptidergic_mu_like	cyan3	27	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_mu_like	9.214386	17.621996
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.589925	6.2474875
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.08645101	15.05488
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.0152142	15.159618
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.1129181	5.776102
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	-0.34942532	15.182856
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	5.7155714	-1.0870179
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.2952478	15.012696
peptidergic_lambda	cyan2	51	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_lambda	8.164694	22.10593
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.5415645	-4.9656525
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.349465	1.353519
gland_1	darkorange3	12	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.507531	-6.65389
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	4.4417872	-6.4759407
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.163586	-5.890033
epithelia_ventral	orchid1	5	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.0807924	3.1482217
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.1627957	15.452844
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	4.9041324	5.714743
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.2002287	1.1432815
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.926677	-5.8297677
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.27327502	15.018706
unknown_2.1	darkolivegreen3	40	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.1	8.414554	-2.295883
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	0.2856691	5.2200875
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.932103	-6.608088
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.4466133	-4.583856
epithelia_unknown_3	plum3	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_unknown_3	4.92882	5.7091627
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.701395	-4.82084
trans_epithelia_dorsal_ventral	gray95	24	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	2.6629534	3.8301148
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.240133	15.195497
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.1069334	6.149379
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	6.5075617	-5.3944926
epithelia_ventral	orchid1	11	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.587214	4.9483857
trans_epithelia_dorsal_ventral	gray95	25	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_epithelia_dorsal_ventral	0.3041049	5.291263
epithelia_ventral	orchid1	15	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.733369	1.9767439
epithelia_gland_like	orange	19	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	5.676306	-1.2748666
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.8232365	-6.3405833
gland_1	darkorange3	17	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.870567	-6.361267
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.5147805	6.1664433
epithelia_dorsal	mediumorchid3	6	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-2.0582504	6.131323
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.6684545	15.434983
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	4.2700386	1.3340664
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.21199758	15.171113
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.25806263	15.532769
peptidergic_gamma_like	skyblue1	49	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_gamma_like	1.9184974	4.25702
trans_fibre_gland	gray55	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_fibre_gland	15.277876	13.097637
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	5.621579	-1.0554913
trans_lipophil_1_gland	gray75	42	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_trans_lipophil_1_gland	2.5988953	-3.8647325
gland_1	darkorange3	2	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.568306	-6.7528963
epithelia_ventral	orchid1	21	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_ventral	5.0684915	0.6322992
peptidergic_kappa	deepskyblue3	38	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_peptidergic_kappa	-3.423075	-14.25362
epithelia_gland_like	orange	7	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_gland_like	5.7416472	-1.0174408
lipophil	khaki2	10	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.24927007	15.30961
gland_1	darkorange3	34	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_gland_1	5.3742867	-4.492499
lipophil	khaki2	1	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	0.19059479	15.048743
unknown_2.2	darkolivegreen3	28	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_unknown_2.2	7.115637	-2.4177167
fibre	chartreuse3	31	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	15.724004	13.69305
fibre	chartreuse3	0	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_fibre	15.210176	13.038695
lipophil	khaki2	14	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_lipophil	1.3470861	15.115245
epithelia_dorsal	mediumorchid3	8	unassigned	unassigned	unassigned	batch1	Tadh	Tadh_epithelia_dorsal	-1.7449522	6.1492
